Name,Email,Join Time,Leave Time,Duration,Role
James Williams,james.williams@msc.com,18:37,19:46,69,Participant
Sarah Johnson,sarah.johnson@msc.com,18:37,20:00,83,Participant
Michael Brown,michael.brown@msc.com,18:03,18:57,54,Participant
Emily Davis,emily.davis@msc.com,18:13,19:07,54,Participant
John Miller,john.miller@msc.com,18:01,19:53,112,Participant
Olivia Garcia,olivia.garcia@msc.com,18:13,19:44,91,Participant
David Martinez,david.martinez@msc.com,18:55,20:00,65,Participant
Emma Wilson,emma.wilson@msc.com,18:25,19:52,87,Participant
Daniel Anderson,daniel.anderson@msc.com,18:31,20:00,89,Participant
Sophia Thomas,sophia.thomas@msc.com,18:39,19:26,47,Participant
Robert Taylor,robert.taylor@msc.com,18:22,19:42,80,Participant
Mia Lee,mia.lee@msc.com,19:00,20:00,60,Participant
William Harris,william.harris@msc.com,18:10,18:52,42,Participant
Isabella Clark,isabella.clark@msc.com,18:36,20:00,84,Participant
Joseph Lewis,joseph.lewis@msc.com,18:38,18:48,10,Participant
Charlotte Robinson,charlotte.robinson@msc.com,18:28,19:00,32,Participant
Benjamin Young,benjamin.young@msc.com,18:36,20:00,84,Participant
Amelia Hall,amelia.hall@msc.com,18:35,20:00,85,Participant
Samuel King,samuel.king@msc.com,18:56,20:00,64,Participant
Abigail Scott,abigail.scott@msc.com,18:42,19:22,40,Participant
Alexander Green,alexander.green@msc.com,18:32,19:53,81,Participant
Harper Adams,harper.adams@msc.com,18:46,20:00,74,Participant
Christopher Baker,christopher.baker@msc.com,18:51,20:00,69,Participant
Lily Gonzalez,lily.gonzalez@msc.com,18:20,19:45,85,Participant
Matthew Nelson,matthew.nelson@msc.com,18:39,20:00,81,Participant
Chloe Carter,chloe.carter@msc.com,18:36,19:22,46,Participant
Anthony Mitchell,anthony.mitchell@msc.com,18:29,18:58,29,Participant
Grace Perez,grace.perez@msc.com,18:27,19:06,39,Participant
Joshua Moore,joshua.moore@msc.com,18:48,20:00,72,Participant
Ella White,ella.white@msc.com,18:12,19:19,67,Participant
Andrew Ramirez,andrew.ramirez@msc.com,18:40,19:37,57,Participant
Zoe Walker,zoe.walker@msc.com,18:11,19:56,105,Participant
Nicholas Allen,nicholas.allen@msc.com,18:25,19:46,81,Participant
Layla Rivera,layla.rivera@msc.com,18:43,19:11,28,Participant
Ryan Hill,ryan.hill@msc.com,18:07,19:14,67,Participant
Hannah Wright,hannah.wright@msc.com,18:40,19:09,29,Participant
Justin Flores,justin.flores@msc.com,18:12,18:23,11,Participant
Natalie Collins,natalie.collins@msc.com,18:33,19:27,54,Participant
Ethan Edwards,ethan.edwards@msc.com,18:50,20:00,70,Participant
Aria Turner,aria.turner@msc.com,18:42,20:00,78,Participant
