Name,Email,Join Time,Leave Time,Duration,Role
James Williams,james.williams@msc.com,18:09,19:31,82,Participant
Sarah Johnson,sarah.johnson@msc.com,18:08,18:35,27,Participant
Michael Brown,michael.brown@msc.com,18:22,19:39,77,Participant
Emily Davis,emily.davis@msc.com,18:00,19:45,105,Participant
John Miller,john.miller@msc.com,18:53,19:26,33,Participant
Olivia Garcia,olivia.garcia@msc.com,18:54,19:06,12,Participant
David Martinez,david.martinez@msc.com,18:18,20:00,102,Participant
Emma Wilson,emma.wilson@msc.com,18:11,18:38,27,Participant
Daniel Anderson,daniel.anderson@msc.com,18:55,19:09,14,Participant
Sophia Thomas,sophia.thomas@msc.com,18:41,19:49,68,Participant
Robert Taylor,robert.taylor@msc.com,18:10,19:04,54,Participant
Mia Lee,mia.lee@msc.com,18:51,20:00,69,Participant
William Harris,william.harris@msc.com,18:56,20:00,64,Participant
Isabella Clark,isabella.clark@msc.com,18:16,18:30,14,Participant
Joseph Lewis,joseph.lewis@msc.com,18:13,20:00,107,Participant
Charlotte Robinson,charlotte.robinson@msc.com,18:28,18:46,18,Participant
Benjamin Young,benjamin.young@msc.com,18:26,20:00,94,Participant
Amelia Hall,amelia.hall@msc.com,18:35,19:16,41,Participant
Samuel King,samuel.king@msc.com,18:28,18:36,8,Participant
Abigail Scott,abigail.scott@msc.com,18:54,20:00,66,Participant
Alexander Green,alexander.green@msc.com,18:05,19:22,77,Participant
Harper Adams,harper.adams@msc.com,18:03,18:52,49,Participant
Christopher Baker,christopher.baker@msc.com,18:04,18:17,13,Participant
Lily Gonzalez,lily.gonzalez@msc.com,18:46,20:00,74,Participant
Matthew Nelson,matthew.nelson@msc.com,18:33,20:00,87,Participant
Chloe Carter,chloe.carter@msc.com,18:46,20:00,74,Participant
Anthony Mitchell,anthony.mitchell@msc.com,18:27,20:00,93,Participant
Grace Perez,grace.perez@msc.com,18:40,20:00,80,Participant
Joshua Moore,joshua.moore@msc.com,18:54,19:18,24,Participant
Ella White,ella.white@msc.com,18:08,19:08,60,Participant
Andrew Ramirez,andrew.ramirez@msc.com,18:46,20:00,74,Participant
Zoe Walker,zoe.walker@msc.com,18:09,19:05,56,Participant
Nicholas Allen,nicholas.allen@msc.com,18:52,20:00,68,Participant
Layla Rivera,layla.rivera@msc.com,18:32,19:59,87,Participant
Ryan Hill,ryan.hill@msc.com,18:21,19:37,76,Participant
Hannah Wright,hannah.wright@msc.com,19:00,20:00,60,Participant
Justin Flores,justin.flores@msc.com,18:21,18:34,13,Participant
Natalie Collins,natalie.collins@msc.com,18:36,19:10,34,Participant
Ethan Edwards,ethan.edwards@msc.com,18:48,19:35,47,Participant
Aria Turner,aria.turner@msc.com,18:38,20:00,82,Participant
