Name,Email,Join Time,Leave Time,Duration,Role
James Williams,james.williams@msc.com,18:48,20:00,72,Participant
Sarah Johnson,sarah.johnson@msc.com,18:26,19:03,37,Participant
Michael Brown,michael.brown@msc.com,18:21,19:32,71,Participant
Emily Davis,emily.davis@msc.com,18:39,19:26,47,Participant
John Miller,john.miller@msc.com,18:26,20:00,94,Participant
Olivia Garcia,olivia.garcia@msc.com,18:26,20:00,94,Participant
David Martinez,david.martinez@msc.com,18:03,19:38,95,Participant
Emma Wilson,emma.wilson@msc.com,18:20,19:46,86,Participant
Daniel Anderson,daniel.anderson@msc.com,18:42,19:08,26,Participant
Sophia Thomas,sophia.thomas@msc.com,18:45,19:17,32,Participant
Robert Taylor,robert.taylor@msc.com,18:30,19:13,43,Participant
Mia Lee,mia.lee@msc.com,18:54,20:00,66,Participant
William Harris,william.harris@msc.com,19:00,20:00,60,Participant
Isabella Clark,isabella.clark@msc.com,18:22,19:02,40,Participant
Joseph Lewis,joseph.lewis@msc.com,18:47,18:58,11,Participant
Charlotte Robinson,charlotte.robinson@msc.com,18:40,19:04,24,Participant
Benjamin Young,benjamin.young@msc.com,18:00,19:10,70,Participant
Amelia Hall,amelia.hall@msc.com,18:11,20:00,109,Participant
Samuel King,samuel.king@msc.com,18:40,18:49,9,Participant
Abigail Scott,abigail.scott@msc.com,18:58,20:00,62,Participant
Alexander Green,alexander.green@msc.com,18:33,20:00,87,Participant
Harper Adams,harper.adams@msc.com,18:11,18:20,9,Participant
Christopher Baker,christopher.baker@msc.com,18:04,18:52,48,Participant
Lily Gonzalez,lily.gonzalez@msc.com,18:31,19:42,71,Participant
Matthew Nelson,matthew.nelson@msc.com,18:10,19:25,75,Participant
Chloe Carter,chloe.carter@msc.com,18:23,20:00,97,Participant
Anthony Mitchell,anthony.mitchell@msc.com,18:05,19:58,113,Participant
Grace Perez,grace.perez@msc.com,18:55,20:00,65,Participant
Joshua Moore,joshua.moore@msc.com,18:20,18:47,27,Participant
Ella White,ella.white@msc.com,18:40,19:19,39,Participant
Andrew Ramirez,andrew.ramirez@msc.com,18:52,19:31,39,Participant
Zoe Walker,zoe.walker@msc.com,18:42,20:00,78,Participant
Nicholas Allen,nicholas.allen@msc.com,18:46,19:21,35,Participant
Layla Rivera,layla.rivera@msc.com,18:24,20:00,96,Participant
Ryan Hill,ryan.hill@msc.com,18:46,19:50,64,Participant
Hannah Wright,hannah.wright@msc.com,18:54,19:35,41,Participant
Justin Flores,justin.flores@msc.com,18:48,19:28,40,Participant
Natalie Collins,natalie.collins@msc.com,18:25,19:55,90,Participant
Ethan Edwards,ethan.edwards@msc.com,18:56,20:00,64,Participant
Aria Turner,aria.turner@msc.com,18:11,18:17,6,Participant
