Name,Email,Join Time,Leave Time,Duration,Role
James Williams,james.williams@msc.com,18:07,19:32,85,Participant
Sarah Johnson,sarah.johnson@msc.com,18:13,18:24,11,Participant
Michael Brown,michael.brown@msc.com,18:11,19:42,91,Participant
Emily Davis,emily.davis@msc.com,19:00,19:50,50,Participant
John Miller,john.miller@msc.com,18:34,19:38,64,Participant
Olivia Garcia,olivia.garcia@msc.com,18:47,19:52,65,Participant
David Martinez,david.martinez@msc.com,18:58,19:54,56,Participant
Emma Wilson,emma.wilson@msc.com,18:50,19:42,52,Participant
Daniel Anderson,daniel.anderson@msc.com,18:28,20:00,92,Participant
Sophia Thomas,sophia.thomas@msc.com,18:43,19:28,45,Participant
Robert Taylor,robert.taylor@msc.com,18:46,19:05,19,Participant
Mia Lee,mia.lee@msc.com,18:37,19:24,47,Participant
William Harris,william.harris@msc.com,18:10,19:15,65,Participant
Isabella Clark,isabella.clark@msc.com,18:42,19:52,70,Participant
Joseph Lewis,joseph.lewis@msc.com,18:30,19:11,41,Participant
Charlotte Robinson,charlotte.robinson@msc.com,18:42,20:00,78,Participant
Benjamin Young,benjamin.young@msc.com,18:21,18:26,5,Participant
Amelia Hall,amelia.hall@msc.com,18:05,18:57,52,Participant
Samuel King,samuel.king@msc.com,18:27,19:56,89,Participant
Abigail Scott,abigail.scott@msc.com,18:55,19:30,35,Participant
Alexander Green,alexander.green@msc.com,18:26,20:00,94,Participant
Harper Adams,harper.adams@msc.com,18:02,19:40,98,Participant
Christopher Baker,christopher.baker@msc.com,18:09,18:21,12,Participant
Lily Gonzalez,lily.gonzalez@msc.com,18:01,18:56,55,Participant
Matthew Nelson,matthew.nelson@msc.com,18:03,18:46,43,Participant
Chloe Carter,chloe.carter@msc.com,18:56,19:24,28,Participant
Anthony Mitchell,anthony.mitchell@msc.com,18:33,19:35,62,Participant
Grace Perez,grace.perez@msc.com,18:53,20:00,67,Participant
Joshua Moore,joshua.moore@msc.com,18:23,19:52,89,Participant
Ella White,ella.white@msc.com,18:52,19:59,67,Participant
Andrew Ramirez,andrew.ramirez@msc.com,18:50,19:41,51,Participant
Zoe Walker,zoe.walker@msc.com,18:56,19:38,42,Participant
Nicholas Allen,nicholas.allen@msc.com,18:08,19:40,92,Participant
Layla Rivera,layla.rivera@msc.com,18:59,20:00,61,Participant
Ryan Hill,ryan.hill@msc.com,18:43,18:52,9,Participant
Hannah Wright,hannah.wright@msc.com,18:02,19:58,116,Participant
Justin Flores,justin.flores@msc.com,18:30,19:25,55,Participant
Natalie Collins,natalie.collins@msc.com,18:06,19:49,103,Participant
Ethan Edwards,ethan.edwards@msc.com,18:03,19:20,77,Participant
Aria Turner,aria.turner@msc.com,18:32,19:28,56,Participant
