Name,Email,Join Time,Leave Time,Duration,Role
James Williams,james.williams@msc.com,18:50,19:41,51,Participant
Sarah Johnson,sarah.johnson@msc.com,18:14,19:07,53,Participant
Michael Brown,michael.brown@msc.com,18:23,19:07,44,Participant
Emily Davis,emily.davis@msc.com,18:13,19:49,96,Participant
John Miller,john.miller@msc.com,18:31,19:29,58,Participant
Olivia Garcia,olivia.garcia@msc.com,18:57,19:09,12,Participant
David Martinez,david.martinez@msc.com,18:33,20:00,87,Participant
Emma Wilson,emma.wilson@msc.com,18:09,19:21,72,Participant
Daniel Anderson,daniel.anderson@msc.com,18:28,19:30,62,Participant
Sophia Thomas,sophia.thomas@msc.com,18:56,19:35,39,Participant
Robert Taylor,robert.taylor@msc.com,18:28,20:00,92,Participant
Mia Lee,mia.lee@msc.com,18:56,19:44,48,Participant
William Harris,william.harris@msc.com,18:24,19:18,54,Participant
Isabella Clark,isabella.clark@msc.com,18:48,20:00,72,Participant
Joseph Lewis,joseph.lewis@msc.com,18:27,18:46,19,Participant
Charlotte Robinson,charlotte.robinson@msc.com,18:28,18:34,6,Participant
Benjamin Young,benjamin.young@msc.com,18:54,20:00,66,Participant
Amelia Hall,amelia.hall@msc.com,18:33,19:40,67,Participant
Samuel King,samuel.king@msc.com,18:13,19:09,56,Participant
Abigail Scott,abigail.scott@msc.com,18:17,19:12,55,Participant
Alexander Green,alexander.green@msc.com,18:26,19:37,71,Participant
Harper Adams,harper.adams@msc.com,18:53,19:10,17,Participant
Christopher Baker,christopher.baker@msc.com,18:36,19:47,71,Participant
Lily Gonzalez,lily.gonzalez@msc.com,18:44,20:00,76,Participant
Matthew Nelson,matthew.nelson@msc.com,18:51,20:00,69,Participant
Chloe Carter,chloe.carter@msc.com,18:53,20:00,67,Participant
Anthony Mitchell,anthony.mitchell@msc.com,18:33,20:00,87,Participant
Grace Perez,grace.perez@msc.com,18:55,20:00,65,Participant
Joshua Moore,joshua.moore@msc.com,18:44,20:00,76,Participant
Ella White,ella.white@msc.com,18:19,19:29,70,Participant
Andrew Ramirez,andrew.ramirez@msc.com,18:47,20:00,73,Participant
Zoe Walker,zoe.walker@msc.com,18:03,19:35,92,Participant
Nicholas Allen,nicholas.allen@msc.com,18:43,20:00,77,Participant
Layla Rivera,layla.rivera@msc.com,18:35,18:48,13,Participant
Ryan Hill,ryan.hill@msc.com,18:02,18:52,50,Participant
Hannah Wright,hannah.wright@msc.com,18:39,20:00,81,Participant
Justin Flores,justin.flores@msc.com,18:57,19:24,27,Participant
Natalie Collins,natalie.collins@msc.com,18:31,18:41,10,Participant
Ethan Edwards,ethan.edwards@msc.com,18:01,19:24,83,Participant
Aria Turner,aria.turner@msc.com,18:23,18:53,30,Participant
