Name,Email,Join Time,Leave Time,Duration,Role
James Williams,james.williams@msc.com,18:10,19:19,69,Participant
Sarah Johnson,sarah.johnson@msc.com,18:53,20:00,67,Participant
Michael Brown,michael.brown@msc.com,19:00,19:36,36,Participant
Emily Davis,emily.davis@msc.com,18:08,18:44,36,Participant
John Miller,john.miller@msc.com,18:09,18:24,15,Participant
Olivia Garcia,olivia.garcia@msc.com,18:30,19:33,63,Participant
David Martinez,david.martinez@msc.com,18:50,19:53,63,Participant
Emma Wilson,emma.wilson@msc.com,18:53,20:00,67,Participant
Daniel Anderson,daniel.anderson@msc.com,18:29,19:19,50,Participant
Sophia Thomas,sophia.thomas@msc.com,18:59,19:05,6,Participant
Robert Taylor,robert.taylor@msc.com,18:27,19:58,91,Participant
Mia Lee,mia.lee@msc.com,18:57,20:00,63,Participant
William Harris,william.harris@msc.com,18:34,20:00,86,Participant
Isabella Clark,isabella.clark@msc.com,18:10,18:24,14,Participant
Joseph Lewis,joseph.lewis@msc.com,18:17,19:23,66,Participant
Charlotte Robinson,charlotte.robinson@msc.com,18:03,18:48,45,Participant
Benjamin Young,benjamin.young@msc.com,18:06,19:29,83,Participant
Amelia Hall,amelia.hall@msc.com,18:08,19:27,79,Participant
Samuel King,samuel.king@msc.com,18:05,18:39,34,Participant
Abigail Scott,abigail.scott@msc.com,18:44,18:56,12,Participant
Alexander Green,alexander.green@msc.com,18:46,20:00,74,Participant
Harper Adams,harper.adams@msc.com,18:55,20:00,65,Participant
Christopher Baker,christopher.baker@msc.com,18:49,19:04,15,Participant
Lily Gonzalez,lily.gonzalez@msc.com,18:10,18:25,15,Participant
Matthew Nelson,matthew.nelson@msc.com,19:00,20:00,60,Participant
Chloe Carter,chloe.carter@msc.com,18:14,18:42,28,Participant
Anthony Mitchell,anthony.mitchell@msc.com,18:58,20:00,62,Participant
Grace Perez,grace.perez@msc.com,18:50,19:52,62,Participant
Joshua Moore,joshua.moore@msc.com,18:30,20:00,90,Participant
Ella White,ella.white@msc.com,18:45,20:00,75,Participant
Andrew Ramirez,andrew.ramirez@msc.com,18:27,19:56,89,Participant
Zoe Walker,zoe.walker@msc.com,18:43,19:42,59,Participant
Nicholas Allen,nicholas.allen@msc.com,18:46,19:32,46,Participant
Layla Rivera,layla.rivera@msc.com,18:09,19:48,99,Participant
Ryan Hill,ryan.hill@msc.com,18:18,19:14,56,Participant
Hannah Wright,hannah.wright@msc.com,18:06,19:15,69,Participant
Justin Flores,justin.flores@msc.com,18:30,19:43,73,Participant
Natalie Collins,natalie.collins@msc.com,18:22,18:45,23,Participant
Ethan Edwards,ethan.edwards@msc.com,18:31,20:00,89,Participant
Aria Turner,aria.turner@msc.com,19:00,19:42,42,Participant
