Name,Email,Join Time,Leave Time,Duration,Role
James Williams,james.williams@msc.com,18:52,20:00,68,Participant
Sarah Johnson,sarah.johnson@msc.com,18:26,19:19,53,Participant
Michael Brown,michael.brown@msc.com,18:25,18:45,20,Participant
Emily Davis,emily.davis@msc.com,18:52,19:49,57,Participant
John Miller,john.miller@msc.com,18:43,19:09,26,Participant
Olivia Garcia,olivia.garcia@msc.com,18:07,19:33,86,Participant
David Martinez,david.martinez@msc.com,18:16,18:28,12,Participant
Emma Wilson,emma.wilson@msc.com,18:33,20:00,87,Participant
Daniel Anderson,daniel.anderson@msc.com,18:41,20:00,79,Participant
Sophia Thomas,sophia.thomas@msc.com,18:13,18:54,41,Participant
Robert Taylor,robert.taylor@msc.com,18:20,19:27,67,Participant
Mia Lee,mia.lee@msc.com,18:14,19:58,104,Participant
William Harris,william.harris@msc.com,18:52,18:57,5,Participant
Isabella Clark,isabella.clark@msc.com,18:14,18:22,8,Participant
Joseph Lewis,joseph.lewis@msc.com,18:11,18:55,44,Participant
Charlotte Robinson,charlotte.robinson@msc.com,18:38,19:40,62,Participant
Benjamin Young,benjamin.young@msc.com,18:04,19:16,72,Participant
Amelia Hall,amelia.hall@msc.com,18:16,19:36,80,Participant
Samuel King,samuel.king@msc.com,18:03,19:35,92,Participant
Abigail Scott,abigail.scott@msc.com,18:47,20:00,73,Participant
Alexander Green,alexander.green@msc.com,18:40,18:55,15,Participant
Harper Adams,harper.adams@msc.com,18:01,19:38,97,Participant
Christopher Baker,christopher.baker@msc.com,18:50,20:00,70,Participant
Lily Gonzalez,lily.gonzalez@msc.com,18:21,18:55,34,Participant
Matthew Nelson,matthew.nelson@msc.com,18:27,20:00,93,Participant
Chloe Carter,chloe.carter@msc.com,18:35,19:48,73,Participant
Anthony Mitchell,anthony.mitchell@msc.com,18:21,20:00,99,Participant
Grace Perez,grace.perez@msc.com,18:57,19:07,10,Participant
Joshua Moore,joshua.moore@msc.com,18:36,19:22,46,Participant
Ella White,ella.white@msc.com,18:13,18:42,29,Participant
Andrew Ramirez,andrew.ramirez@msc.com,18:03,18:24,21,Participant
Zoe Walker,zoe.walker@msc.com,18:41,20:00,79,Participant
Nicholas Allen,nicholas.allen@msc.com,18:25,18:41,16,Participant
Layla Rivera,layla.rivera@msc.com,18:44,20:00,76,Participant
Ryan Hill,ryan.hill@msc.com,18:52,19:28,36,Participant
Hannah Wright,hannah.wright@msc.com,18:28,18:43,15,Participant
Justin Flores,justin.flores@msc.com,18:49,20:00,71,Participant
Natalie Collins,natalie.collins@msc.com,18:16,19:45,89,Participant
Ethan Edwards,ethan.edwards@msc.com,18:44,20:00,76,Participant
Aria Turner,aria.turner@msc.com,18:18,18:35,17,Participant
