Name,Email,Join Time,Leave Time,Duration,Role
James Williams,james.williams@msc.com,18:16,19:02,46,Participant
Sarah Johnson,sarah.johnson@msc.com,18:56,19:26,30,Participant
Michael Brown,michael.brown@msc.com,18:33,19:08,35,Participant
Emily Davis,emily.davis@msc.com,18:15,18:47,32,Participant
John Miller,john.miller@msc.com,18:21,19:55,94,Participant
Olivia Garcia,olivia.garcia@msc.com,18:51,19:16,25,Participant
David Martinez,david.martinez@msc.com,18:51,19:28,37,Participant
Emma Wilson,emma.wilson@msc.com,18:10,20:00,110,Participant
Daniel Anderson,daniel.anderson@msc.com,18:14,19:09,55,Participant
Sophia Thomas,sophia.thomas@msc.com,18:16,20:00,104,Participant
Robert Taylor,robert.taylor@msc.com,18:34,20:00,86,Participant
Mia Lee,mia.lee@msc.com,18:15,18:37,22,Participant
William Harris,william.harris@msc.com,18:43,20:00,77,Participant
Isabella Clark,isabella.clark@msc.com,18:52,19:45,53,Participant
Joseph Lewis,joseph.lewis@msc.com,18:20,20:00,100,Participant
Charlotte Robinson,charlotte.robinson@msc.com,18:30,20:00,90,Participant
Benjamin Young,benjamin.young@msc.com,18:16,20:00,104,Participant
Amelia Hall,amelia.hall@msc.com,18:29,19:37,68,Participant
Samuel King,samuel.king@msc.com,19:00,19:24,24,Participant
Abigail Scott,abigail.scott@msc.com,18:49,19:47,58,Participant
Alexander Green,alexander.green@msc.com,18:40,19:44,64,Participant
Harper Adams,harper.adams@msc.com,18:38,19:16,38,Participant
Christopher Baker,christopher.baker@msc.com,18:52,19:56,64,Participant
Lily Gonzalez,lily.gonzalez@msc.com,18:29,19:27,58,Participant
Matthew Nelson,matthew.nelson@msc.com,18:27,19:53,86,Participant
Chloe Carter,chloe.carter@msc.com,18:20,19:30,70,Participant
Anthony Mitchell,anthony.mitchell@msc.com,19:00,20:00,60,Participant
Grace Perez,grace.perez@msc.com,18:41,19:01,20,Participant
Joshua Moore,joshua.moore@msc.com,18:28,19:36,68,Participant
Ella White,ella.white@msc.com,18:02,18:08,6,Participant
Andrew Ramirez,andrew.ramirez@msc.com,18:49,19:31,42,Participant
Zoe Walker,zoe.walker@msc.com,18:57,20:00,63,Participant
Nicholas Allen,nicholas.allen@msc.com,18:32,18:41,9,Participant
Layla Rivera,layla.rivera@msc.com,18:55,19:45,50,Participant
Ryan Hill,ryan.hill@msc.com,18:08,19:05,57,Participant
Hannah Wright,hannah.wright@msc.com,18:09,18:46,37,Participant
Justin Flores,justin.flores@msc.com,18:40,18:49,9,Participant
Natalie Collins,natalie.collins@msc.com,18:32,19:52,80,Participant
Ethan Edwards,ethan.edwards@msc.com,18:51,19:21,30,Participant
Aria Turner,aria.turner@msc.com,18:57,19:46,49,Participant
