Name,Email,Join Time,Leave Time,Duration,Role
James Williams,james.williams@msc.com,18:09,19:09,60,Participant
Sarah Johnson,sarah.johnson@msc.com,18:18,19:10,52,Participant
Michael Brown,michael.brown@msc.com,18:09,20:00,111,Participant
Emily Davis,emily.davis@msc.com,18:21,20:00,99,Participant
John Miller,john.miller@msc.com,18:26,18:55,29,Participant
Olivia Garcia,olivia.garcia@msc.com,18:51,20:00,69,Participant
David Martinez,david.martinez@msc.com,18:45,20:00,75,Participant
Emma Wilson,emma.wilson@msc.com,18:48,19:12,24,Participant
Daniel Anderson,daniel.anderson@msc.com,18:13,19:54,101,Participant
Sophia Thomas,sophia.thomas@msc.com,18:35,20:00,85,Participant
Robert Taylor,robert.taylor@msc.com,18:28,19:50,82,Participant
Mia Lee,mia.lee@msc.com,18:39,19:39,60,Participant
William Harris,william.harris@msc.com,18:50,19:27,37,Participant
Isabella Clark,isabella.clark@msc.com,18:07,19:16,69,Participant
Joseph Lewis,joseph.lewis@msc.com,18:15,18:25,10,Participant
Charlotte Robinson,charlotte.robinson@msc.com,18:34,18:52,18,Participant
Benjamin Young,benjamin.young@msc.com,18:44,19:52,68,Participant
Amelia Hall,amelia.hall@msc.com,18:19,20:00,101,Participant
Samuel King,samuel.king@msc.com,18:55,19:12,17,Participant
Abigail Scott,abigail.scott@msc.com,18:23,20:00,97,Participant
Alexander Green,alexander.green@msc.com,18:11,18:31,20,Participant
Harper Adams,harper.adams@msc.com,18:21,19:12,51,Participant
Christopher Baker,christopher.baker@msc.com,18:20,19:28,68,Participant
Lily Gonzalez,lily.gonzalez@msc.com,18:08,18:36,28,Participant
Matthew Nelson,matthew.nelson@msc.com,18:55,20:00,65,Participant
Chloe Carter,chloe.carter@msc.com,18:58,19:44,46,Participant
Anthony Mitchell,anthony.mitchell@msc.com,18:14,19:52,98,Participant
Grace Perez,grace.perez@msc.com,18:22,19:17,55,Participant
Joshua Moore,joshua.moore@msc.com,18:49,19:04,15,Participant
Ella White,ella.white@msc.com,18:59,20:00,61,Participant
Andrew Ramirez,andrew.ramirez@msc.com,18:01,18:50,49,Participant
Zoe Walker,zoe.walker@msc.com,18:01,18:09,8,Participant
Nicholas Allen,nicholas.allen@msc.com,18:31,20:00,89,Participant
Layla Rivera,layla.rivera@msc.com,18:57,20:00,63,Participant
Ryan Hill,ryan.hill@msc.com,18:49,19:46,57,Participant
Hannah Wright,hannah.wright@msc.com,18:35,18:56,21,Participant
Justin Flores,justin.flores@msc.com,18:04,18:46,42,Participant
Natalie Collins,natalie.collins@msc.com,18:09,18:50,41,Participant
Ethan Edwards,ethan.edwards@msc.com,18:58,20:00,62,Participant
Aria Turner,aria.turner@msc.com,18:54,19:34,40,Participant
