Name,Email,Join Time,Leave Time,Duration,Role
James Williams,james.williams@msc.com,18:33,18:55,22,Participant
Sarah Johnson,sarah.johnson@msc.com,18:10,19:05,55,Participant
Michael Brown,michael.brown@msc.com,18:48,20:00,72,Participant
Emily Davis,emily.davis@msc.com,18:16,20:00,104,Participant
John Miller,john.miller@msc.com,18:02,19:56,114,Participant
Olivia Garcia,olivia.garcia@msc.com,18:56,20:00,64,Participant
David Martinez,david.martinez@msc.com,18:09,19:28,79,Participant
Emma Wilson,emma.wilson@msc.com,18:43,20:00,77,Participant
Daniel Anderson,daniel.anderson@msc.com,18:03,19:43,100,Participant
Sophia Thomas,sophia.thomas@msc.com,18:50,20:00,70,Participant
Robert Taylor,robert.taylor@msc.com,18:17,19:04,47,Participant
Mia Lee,mia.lee@msc.com,18:46,19:40,54,Participant
William Harris,william.harris@msc.com,18:15,20:00,105,Participant
Isabella Clark,isabella.clark@msc.com,18:24,19:30,66,Participant
Joseph Lewis,joseph.lewis@msc.com,18:18,19:23,65,Participant
Charlotte Robinson,charlotte.robinson@msc.com,18:31,20:00,89,Participant
Benjamin Young,benjamin.young@msc.com,18:52,19:20,28,Participant
Amelia Hall,amelia.hall@msc.com,18:43,19:30,47,Participant
Samuel King,samuel.king@msc.com,18:39,20:00,81,Participant
Abigail Scott,abigail.scott@msc.com,18:27,18:59,32,Participant
Alexander Green,alexander.green@msc.com,18:06,19:16,70,Participant
Harper Adams,harper.adams@msc.com,18:07,20:00,113,Participant
Christopher Baker,christopher.baker@msc.com,18:16,19:39,83,Participant
Lily Gonzalez,lily.gonzalez@msc.com,18:17,19:40,83,Participant
Matthew Nelson,matthew.nelson@msc.com,18:34,19:05,31,Participant
Chloe Carter,chloe.carter@msc.com,18:24,19:36,72,Participant
Anthony Mitchell,anthony.mitchell@msc.com,18:46,19:43,57,Participant
Grace Perez,grace.perez@msc.com,18:44,19:16,32,Participant
Joshua Moore,joshua.moore@msc.com,18:08,19:29,81,Participant
Ella White,ella.white@msc.com,18:56,20:00,64,Participant
Andrew Ramirez,andrew.ramirez@msc.com,18:47,20:00,73,Participant
Zoe Walker,zoe.walker@msc.com,18:48,20:00,72,Participant
Nicholas Allen,nicholas.allen@msc.com,18:02,18:56,54,Participant
Layla Rivera,layla.rivera@msc.com,18:47,19:47,60,Participant
Ryan Hill,ryan.hill@msc.com,18:00,18:40,40,Participant
Hannah Wright,hannah.wright@msc.com,18:41,19:18,37,Participant
Justin Flores,justin.flores@msc.com,18:10,18:44,34,Participant
Natalie Collins,natalie.collins@msc.com,18:07,18:50,43,Participant
Ethan Edwards,ethan.edwards@msc.com,18:48,20:00,72,Participant
Aria Turner,aria.turner@msc.com,18:38,19:02,24,Participant
