Name,Email,Join Time,Leave Time,Duration,Role
James Williams,james.williams@msc.com,18:40,19:58,78,Participant
Sarah Johnson,sarah.johnson@msc.com,18:02,18:59,57,Participant
Michael Brown,michael.brown@msc.com,18:24,18:58,34,Participant
Emily Davis,emily.davis@msc.com,18:06,20:00,114,Participant
John Miller,john.miller@msc.com,18:47,20:00,73,Participant
Olivia Garcia,olivia.garcia@msc.com,18:04,19:33,89,Participant
David Martinez,david.martinez@msc.com,18:54,20:00,66,Participant
Emma Wilson,emma.wilson@msc.com,18:06,18:23,17,Participant
Daniel Anderson,daniel.anderson@msc.com,18:21,19:43,82,Participant
Sophia Thomas,sophia.thomas@msc.com,18:02,18:46,44,Participant
Robert Taylor,robert.taylor@msc.com,18:42,19:50,68,Participant
Mia Lee,mia.lee@msc.com,18:42,20:00,78,Participant
William Harris,william.harris@msc.com,18:41,20:00,79,Participant
Isabella Clark,isabella.clark@msc.com,18:02,18:21,19,Participant
Joseph Lewis,joseph.lewis@msc.com,19:00,20:00,60,Participant
Charlotte Robinson,charlotte.robinson@msc.com,18:15,19:00,45,Participant
Benjamin Young,benjamin.young@msc.com,18:32,20:00,88,Participant
Amelia Hall,amelia.hall@msc.com,18:58,19:07,9,Participant
Samuel King,samuel.king@msc.com,18:50,20:00,70,Participant
Abigail Scott,abigail.scott@msc.com,18:21,20:00,99,Participant
Alexander Green,alexander.green@msc.com,18:27,19:12,45,Participant
Harper Adams,harper.adams@msc.com,18:18,18:46,28,Participant
Christopher Baker,christopher.baker@msc.com,18:19,19:31,72,Participant
Lily Gonzalez,lily.gonzalez@msc.com,18:34,19:01,27,Participant
Matthew Nelson,matthew.nelson@msc.com,18:04,19:33,89,Participant
Chloe Carter,chloe.carter@msc.com,18:56,19:51,55,Participant
Anthony Mitchell,anthony.mitchell@msc.com,18:10,19:39,89,Participant
Grace Perez,grace.perez@msc.com,18:43,19:32,49,Participant
Joshua Moore,joshua.moore@msc.com,18:17,18:27,10,Participant
Ella White,ella.white@msc.com,18:06,19:06,60,Participant
Andrew Ramirez,andrew.ramirez@msc.com,18:55,19:29,34,Participant
Zoe Walker,zoe.walker@msc.com,18:40,20:00,80,Participant
Nicholas Allen,nicholas.allen@msc.com,18:32,19:09,37,Participant
Layla Rivera,layla.rivera@msc.com,18:47,20:00,73,Participant
Ryan Hill,ryan.hill@msc.com,18:19,19:58,99,Participant
Hannah Wright,hannah.wright@msc.com,18:29,19:15,46,Participant
Justin Flores,justin.flores@msc.com,18:43,20:00,77,Participant
Natalie Collins,natalie.collins@msc.com,18:28,19:48,80,Participant
Ethan Edwards,ethan.edwards@msc.com,18:00,18:40,40,Participant
Aria Turner,aria.turner@msc.com,18:18,18:28,10,Participant
