Name,Email,Join Time,Leave Time,Duration,Role
James Williams,james.williams@msc.com,18:14,19:19,65,Participant
Sarah Johnson,sarah.johnson@msc.com,18:33,19:25,52,Participant
Michael Brown,michael.brown@msc.com,18:17,18:32,15,Participant
Emily Davis,emily.davis@msc.com,18:45,19:39,54,Participant
John Miller,john.miller@msc.com,18:14,19:49,95,Participant
Olivia Garcia,olivia.garcia@msc.com,18:41,19:11,30,Participant
David Martinez,david.martinez@msc.com,18:23,18:29,6,Participant
Emma Wilson,emma.wilson@msc.com,18:55,19:59,64,Participant
Daniel Anderson,daniel.anderson@msc.com,18:13,19:10,57,Participant
Sophia Thomas,sophia.thomas@msc.com,18:41,20:00,79,Participant
Robert Taylor,robert.taylor@msc.com,18:58,20:00,62,Participant
Mia Lee,mia.lee@msc.com,18:09,18:58,49,Participant
William Harris,william.harris@msc.com,18:43,19:13,30,Participant
Isabella Clark,isabella.clark@msc.com,18:43,20:00,77,Participant
Joseph Lewis,joseph.lewis@msc.com,18:00,18:42,42,Participant
Charlotte Robinson,charlotte.robinson@msc.com,18:43,19:18,35,Participant
Benjamin Young,benjamin.young@msc.com,18:33,19:54,81,Participant
Amelia Hall,amelia.hall@msc.com,18:01,19:46,105,Participant
Samuel King,samuel.king@msc.com,18:18,19:26,68,Participant
Abigail Scott,abigail.scott@msc.com,18:46,19:57,71,Participant
Alexander Green,alexander.green@msc.com,18:21,18:49,28,Participant
Harper Adams,harper.adams@msc.com,18:42,20:00,78,Participant
Christopher Baker,christopher.baker@msc.com,18:49,19:31,42,Participant
Lily Gonzalez,lily.gonzalez@msc.com,18:44,19:53,69,Participant
Matthew Nelson,matthew.nelson@msc.com,18:23,19:09,46,Participant
Chloe Carter,chloe.carter@msc.com,18:52,20:00,68,Participant
Anthony Mitchell,anthony.mitchell@msc.com,18:29,19:22,53,Participant
Grace Perez,grace.perez@msc.com,18:37,20:00,83,Participant
Joshua Moore,joshua.moore@msc.com,18:41,19:26,45,Participant
Ella White,ella.white@msc.com,18:05,19:09,64,Participant
Andrew Ramirez,andrew.ramirez@msc.com,18:56,19:34,38,Participant
Zoe Walker,zoe.walker@msc.com,18:36,20:00,84,Participant
Nicholas Allen,nicholas.allen@msc.com,18:37,18:47,10,Participant
Layla Rivera,layla.rivera@msc.com,18:46,19:30,44,Participant
Ryan Hill,ryan.hill@msc.com,18:39,19:35,56,Participant
Hannah Wright,hannah.wright@msc.com,18:46,19:05,19,Participant
Justin Flores,justin.flores@msc.com,18:52,19:22,30,Participant
Natalie Collins,natalie.collins@msc.com,18:17,20:00,103,Participant
Ethan Edwards,ethan.edwards@msc.com,18:56,19:23,27,Participant
Aria Turner,aria.turner@msc.com,18:22,20:00,98,Participant
