Name,Email,Join Time,Leave Time,Duration,Role
James Williams,james.williams@msc.com,18:32,18:38,6,Participant
Sarah Johnson,sarah.johnson@msc.com,18:42,20:00,78,Participant
Michael Brown,michael.brown@msc.com,18:28,19:46,78,Participant
Emily Davis,emily.davis@msc.com,18:57,19:54,57,Participant
John Miller,john.miller@msc.com,18:42,19:45,63,Participant
Olivia Garcia,olivia.garcia@msc.com,18:19,19:54,95,Participant
David Martinez,david.martinez@msc.com,18:56,19:42,46,Participant
Emma Wilson,emma.wilson@msc.com,18:20,20:00,100,Participant
Daniel Anderson,daniel.anderson@msc.com,18:11,19:50,99,Participant
Sophia Thomas,sophia.thomas@msc.com,18:02,18:08,6,Participant
Robert Taylor,robert.taylor@msc.com,18:56,19:08,12,Participant
Mia Lee,mia.lee@msc.com,18:49,20:00,71,Participant
William Harris,william.harris@msc.com,18:51,19:13,22,Participant
Isabella Clark,isabella.clark@msc.com,18:21,20:00,99,Participant
Joseph Lewis,joseph.lewis@msc.com,18:49,20:00,71,Participant
Charlotte Robinson,charlotte.robinson@msc.com,18:44,19:36,52,Participant
Benjamin Young,benjamin.young@msc.com,18:48,20:00,72,Participant
Amelia Hall,amelia.hall@msc.com,18:02,18:25,23,Participant
Samuel King,samuel.king@msc.com,18:19,20:00,101,Participant
Abigail Scott,abigail.scott@msc.com,18:06,19:17,71,Participant
Alexander Green,alexander.green@msc.com,18:19,18:24,5,Participant
Harper Adams,harper.adams@msc.com,18:48,19:20,32,Participant
Christopher Baker,christopher.baker@msc.com,18:36,18:58,22,Participant
Lily Gonzalez,lily.gonzalez@msc.com,18:52,20:00,68,Participant
Matthew Nelson,matthew.nelson@msc.com,18:50,20:00,70,Participant
Chloe Carter,chloe.carter@msc.com,18:32,19:21,49,Participant
Anthony Mitchell,anthony.mitchell@msc.com,18:29,19:36,67,Participant
Grace Perez,grace.perez@msc.com,18:20,19:27,67,Participant
Joshua Moore,joshua.moore@msc.com,18:21,18:54,33,Participant
Ella White,ella.white@msc.com,18:28,19:32,64,Participant
Andrew Ramirez,andrew.ramirez@msc.com,18:01,19:41,100,Participant
Zoe Walker,zoe.walker@msc.com,18:32,19:00,28,Participant
Nicholas Allen,nicholas.allen@msc.com,18:40,20:00,80,Participant
Layla Rivera,layla.rivera@msc.com,18:29,19:40,71,Participant
Ryan Hill,ryan.hill@msc.com,18:23,19:18,55,Participant
Hannah Wright,hannah.wright@msc.com,18:28,18:53,25,Participant
Justin Flores,justin.flores@msc.com,18:24,20:00,96,Participant
Natalie Collins,natalie.collins@msc.com,18:23,20:00,97,Participant
Ethan Edwards,ethan.edwards@msc.com,18:03,18:49,46,Participant
Aria Turner,aria.turner@msc.com,18:28,18:49,21,Participant
