Name,Email,Join Time,Leave Time,Duration,Role
James Williams,james.williams@msc.com,18:54,19:03,9,Participant
Sarah Johnson,sarah.johnson@msc.com,18:33,19:11,38,Participant
Michael Brown,michael.brown@msc.com,18:24,19:07,43,Participant
Emily Davis,emily.davis@msc.com,18:21,20:00,99,Participant
John Miller,john.miller@msc.com,18:19,19:52,93,Participant
Olivia Garcia,olivia.garcia@msc.com,18:33,19:35,62,Participant
David Martinez,david.martinez@msc.com,18:20,18:51,31,Participant
Emma Wilson,emma.wilson@msc.com,18:58,19:32,34,Participant
Daniel Anderson,daniel.anderson@msc.com,18:48,20:00,72,Participant
Sophia Thomas,sophia.thomas@msc.com,18:03,19:21,78,Participant
Robert Taylor,robert.taylor@msc.com,18:20,19:05,45,Participant
Mia Lee,mia.lee@msc.com,18:28,18:35,7,Participant
William Harris,william.harris@msc.com,18:34,19:13,39,Participant
Isabella Clark,isabella.clark@msc.com,18:20,19:29,69,Participant
Joseph Lewis,joseph.lewis@msc.com,18:13,19:21,68,Participant
Charlotte Robinson,charlotte.robinson@msc.com,18:27,19:24,57,Participant
Benjamin Young,benjamin.young@msc.com,18:24,18:57,33,Participant
Amelia Hall,amelia.hall@msc.com,18:34,20:00,86,Participant
Samuel King,samuel.king@msc.com,18:33,19:34,61,Participant
Abigail Scott,abigail.scott@msc.com,18:10,18:51,41,Participant
Alexander Green,alexander.green@msc.com,18:51,20:00,69,Participant
Harper Adams,harper.adams@msc.com,18:20,20:00,100,Participant
Christopher Baker,christopher.baker@msc.com,18:48,20:00,72,Participant
Lily Gonzalez,lily.gonzalez@msc.com,18:31,19:30,59,Participant
Matthew Nelson,matthew.nelson@msc.com,18:51,19:17,26,Participant
Chloe Carter,chloe.carter@msc.com,18:29,19:18,49,Participant
Anthony Mitchell,anthony.mitchell@msc.com,18:56,20:00,64,Participant
Grace Perez,grace.perez@msc.com,18:31,19:04,33,Participant
Joshua Moore,joshua.moore@msc.com,18:31,19:40,69,Participant
Ella White,ella.white@msc.com,19:00,20:00,60,Participant
Andrew Ramirez,andrew.ramirez@msc.com,18:36,19:14,38,Participant
Zoe Walker,zoe.walker@msc.com,18:02,18:44,42,Participant
Nicholas Allen,nicholas.allen@msc.com,18:03,18:17,14,Participant
Layla Rivera,layla.rivera@msc.com,18:58,19:35,37,Participant
Ryan Hill,ryan.hill@msc.com,18:50,19:15,25,Participant
Hannah Wright,hannah.wright@msc.com,18:33,19:48,75,Participant
Justin Flores,justin.flores@msc.com,18:54,20:00,66,Participant
Natalie Collins,natalie.collins@msc.com,18:43,19:35,52,Participant
Ethan Edwards,ethan.edwards@msc.com,18:07,20:00,113,Participant
Aria Turner,aria.turner@msc.com,18:08,18:34,26,Participant
