Name,Email,Join Time,Leave Time,Duration,Role
James Williams,james.williams@msc.com,18:14,19:52,98,Participant
Sarah Johnson,sarah.johnson@msc.com,18:11,19:28,77,Participant
Michael Brown,michael.brown@msc.com,18:15,20:00,105,Participant
Emily Davis,emily.davis@msc.com,18:26,18:52,26,Participant
John Miller,john.miller@msc.com,18:22,18:32,10,Participant
Olivia Garcia,olivia.garcia@msc.com,18:27,18:52,25,Participant
David Martinez,david.martinez@msc.com,18:07,19:30,83,Participant
Emma Wilson,emma.wilson@msc.com,18:19,19:38,79,Participant
Daniel Anderson,daniel.anderson@msc.com,18:00,18:27,27,Participant
Sophia Thomas,sophia.thomas@msc.com,18:24,18:36,12,Participant
Robert Taylor,robert.taylor@msc.com,18:32,19:03,31,Participant
Mia Lee,mia.lee@msc.com,18:19,18:57,38,Participant
William Harris,william.harris@msc.com,18:01,19:23,82,Participant
Isabella Clark,isabella.clark@msc.com,18:29,19:33,64,Participant
Joseph Lewis,joseph.lewis@msc.com,18:05,18:29,24,Participant
Charlotte Robinson,charlotte.robinson@msc.com,18:45,19:55,70,Participant
Benjamin Young,benjamin.young@msc.com,18:29,19:04,35,Participant
Amelia Hall,amelia.hall@msc.com,18:45,20:00,75,Participant
Samuel King,samuel.king@msc.com,18:09,19:26,77,Participant
Abigail Scott,abigail.scott@msc.com,18:45,19:57,72,Participant
Alexander Green,alexander.green@msc.com,18:51,20:00,69,Participant
Harper Adams,harper.adams@msc.com,18:14,19:29,75,Participant
Christopher Baker,christopher.baker@msc.com,18:17,19:02,45,Participant
Lily Gonzalez,lily.gonzalez@msc.com,18:41,20:00,79,Participant
Matthew Nelson,matthew.nelson@msc.com,18:06,20:00,114,Participant
Chloe Carter,chloe.carter@msc.com,18:25,20:00,95,Participant
Anthony Mitchell,anthony.mitchell@msc.com,18:34,19:18,44,Participant
Grace Perez,grace.perez@msc.com,18:53,20:00,67,Participant
Joshua Moore,joshua.moore@msc.com,18:43,20:00,77,Participant
Ella White,ella.white@msc.com,18:45,20:00,75,Participant
Andrew Ramirez,andrew.ramirez@msc.com,18:57,20:00,63,Participant
Zoe Walker,zoe.walker@msc.com,18:57,20:00,63,Participant
Nicholas Allen,nicholas.allen@msc.com,18:51,20:00,69,Participant
Layla Rivera,layla.rivera@msc.com,18:01,19:33,92,Participant
Ryan Hill,ryan.hill@msc.com,18:40,19:52,72,Participant
Hannah Wright,hannah.wright@msc.com,18:34,18:48,14,Participant
Justin Flores,justin.flores@msc.com,18:03,18:29,26,Participant
Natalie Collins,natalie.collins@msc.com,18:05,19:22,77,Participant
Ethan Edwards,ethan.edwards@msc.com,18:11,19:40,89,Participant
Aria Turner,aria.turner@msc.com,18:02,18:33,31,Participant
