Name,Email,Join Time,Leave Time,Duration,Role
James Williams,james.williams@msc.com,18:12,20:00,108,Participant
Sarah Johnson,sarah.johnson@msc.com,18:00,19:48,108,Participant
Michael Brown,michael.brown@msc.com,18:27,20:00,93,Participant
Emily Davis,emily.davis@msc.com,18:52,20:00,68,Participant
John Miller,john.miller@msc.com,18:31,19:46,75,Participant
Olivia Garcia,olivia.garcia@msc.com,18:02,18:57,55,Participant
David Martinez,david.martinez@msc.com,18:02,19:31,89,Participant
Emma Wilson,emma.wilson@msc.com,18:58,19:37,39,Participant
Daniel Anderson,daniel.anderson@msc.com,18:52,19:57,65,Participant
Sophia Thomas,sophia.thomas@msc.com,18:55,20:00,65,Participant
Robert Taylor,robert.taylor@msc.com,18:29,19:41,72,Participant
Mia Lee,mia.lee@msc.com,18:36,20:00,84,Participant
William Harris,william.harris@msc.com,18:56,20:00,64,Participant
Isabella Clark,isabella.clark@msc.com,18:18,19:55,97,Participant
Joseph Lewis,joseph.lewis@msc.com,18:47,20:00,73,Participant
Charlotte Robinson,charlotte.robinson@msc.com,18:26,19:57,91,Participant
Benjamin Young,benjamin.young@msc.com,18:21,19:05,44,Participant
Amelia Hall,amelia.hall@msc.com,18:53,19:52,59,Participant
Samuel King,samuel.king@msc.com,19:00,20:00,60,Participant
Abigail Scott,abigail.scott@msc.com,18:33,20:00,87,Participant
Alexander Green,alexander.green@msc.com,18:41,20:00,79,Participant
Harper Adams,harper.adams@msc.com,18:59,20:00,61,Participant
Christopher Baker,christopher.baker@msc.com,19:00,20:00,60,Participant
Lily Gonzalez,lily.gonzalez@msc.com,18:43,20:00,77,Participant
Matthew Nelson,matthew.nelson@msc.com,18:54,20:00,66,Participant
Chloe Carter,chloe.carter@msc.com,18:28,18:59,31,Participant
Anthony Mitchell,anthony.mitchell@msc.com,18:30,19:59,89,Participant
Grace Perez,grace.perez@msc.com,18:43,19:55,72,Participant
Joshua Moore,joshua.moore@msc.com,18:36,19:03,27,Participant
Ella White,ella.white@msc.com,18:42,20:00,78,Participant
Andrew Ramirez,andrew.ramirez@msc.com,18:27,20:00,93,Participant
Zoe Walker,zoe.walker@msc.com,18:59,19:35,36,Participant
Nicholas Allen,nicholas.allen@msc.com,18:28,18:46,18,Participant
Layla Rivera,layla.rivera@msc.com,18:03,19:14,71,Participant
Ryan Hill,ryan.hill@msc.com,18:40,18:46,6,Participant
Hannah Wright,hannah.wright@msc.com,18:06,20:00,114,Participant
Justin Flores,justin.flores@msc.com,18:00,19:55,115,Participant
Natalie Collins,natalie.collins@msc.com,18:07,19:49,102,Participant
Ethan Edwards,ethan.edwards@msc.com,18:58,19:09,11,Participant
Aria Turner,aria.turner@msc.com,18:00,19:03,63,Participant
