Name,Email,Join Time,Leave Time,Duration,Role
James Williams,james.williams@msc.com,18:51,19:49,58,Participant
Sarah Johnson,sarah.johnson@msc.com,18:43,19:13,30,Participant
Michael Brown,michael.brown@msc.com,18:15,19:07,52,Participant
Emily Davis,emily.davis@msc.com,18:15,19:30,75,Participant
John Miller,john.miller@msc.com,18:34,18:51,17,Participant
Olivia Garcia,olivia.garcia@msc.com,18:59,20:00,61,Participant
David Martinez,david.martinez@msc.com,18:50,18:56,6,Participant
Emma Wilson,emma.wilson@msc.com,18:34,20:00,86,Participant
Daniel Anderson,daniel.anderson@msc.com,18:36,19:18,42,Participant
Sophia Thomas,sophia.thomas@msc.com,18:43,18:50,7,Participant
Robert Taylor,robert.taylor@msc.com,18:21,19:00,39,Participant
Mia Lee,mia.lee@msc.com,18:01,19:51,110,Participant
William Harris,william.harris@msc.com,18:54,20:00,66,Participant
Isabella Clark,isabella.clark@msc.com,18:42,20:00,78,Participant
Joseph Lewis,joseph.lewis@msc.com,18:09,19:44,95,Participant
Charlotte Robinson,charlotte.robinson@msc.com,18:59,20:00,61,Participant
Benjamin Young,benjamin.young@msc.com,18:53,20:00,67,Participant
Amelia Hall,amelia.hall@msc.com,18:31,20:00,89,Participant
Samuel King,samuel.king@msc.com,18:35,18:44,9,Participant
Abigail Scott,abigail.scott@msc.com,18:14,20:00,106,Participant
Alexander Green,alexander.green@msc.com,18:49,20:00,71,Participant
Harper Adams,harper.adams@msc.com,18:56,20:00,64,Participant
Christopher Baker,christopher.baker@msc.com,18:22,20:00,98,Participant
Lily Gonzalez,lily.gonzalez@msc.com,18:40,19:08,28,Participant
Matthew Nelson,matthew.nelson@msc.com,18:30,19:56,86,Participant
Chloe Carter,chloe.carter@msc.com,18:26,19:39,73,Participant
Anthony Mitchell,anthony.mitchell@msc.com,18:31,20:00,89,Participant
Grace Perez,grace.perez@msc.com,18:14,18:32,18,Participant
Joshua Moore,joshua.moore@msc.com,18:53,20:00,67,Participant
Ella White,ella.white@msc.com,18:53,20:00,67,Participant
Andrew Ramirez,andrew.ramirez@msc.com,18:40,19:52,72,Participant
Zoe Walker,zoe.walker@msc.com,18:11,18:45,34,Participant
Nicholas Allen,nicholas.allen@msc.com,18:24,20:00,96,Participant
Layla Rivera,layla.rivera@msc.com,19:00,20:00,60,Participant
Ryan Hill,ryan.hill@msc.com,18:38,18:53,15,Participant
Hannah Wright,hannah.wright@msc.com,18:24,19:22,58,Participant
Justin Flores,justin.flores@msc.com,18:37,19:45,68,Participant
Natalie Collins,natalie.collins@msc.com,18:18,19:32,74,Participant
Ethan Edwards,ethan.edwards@msc.com,18:24,19:54,90,Participant
Aria Turner,aria.turner@msc.com,18:14,19:51,97,Participant
