Name,Email,Join Time,Leave Time,Duration,Role
James Williams,james.williams@msc.com,18:09,19:15,66,Participant
Sarah Johnson,sarah.johnson@msc.com,18:15,20:00,105,Participant
Michael Brown,michael.brown@msc.com,18:15,19:21,66,Participant
Emily Davis,emily.davis@msc.com,18:46,19:34,48,Participant
John Miller,john.miller@msc.com,18:15,18:46,31,Participant
Olivia Garcia,olivia.garcia@msc.com,18:18,18:51,33,Participant
David Martinez,david.martinez@msc.com,18:52,19:36,44,Participant
Emma Wilson,emma.wilson@msc.com,18:04,19:57,113,Participant
Daniel Anderson,daniel.anderson@msc.com,18:38,19:32,54,Participant
Sophia Thomas,sophia.thomas@msc.com,18:24,18:57,33,Participant
Robert Taylor,robert.taylor@msc.com,18:46,19:03,17,Participant
Mia Lee,mia.lee@msc.com,18:38,19:36,58,Participant
William Harris,william.harris@msc.com,18:54,20:00,66,Participant
Isabella Clark,isabella.clark@msc.com,18:15,18:50,35,Participant
Joseph Lewis,joseph.lewis@msc.com,18:25,19:10,45,Participant
Charlotte Robinson,charlotte.robinson@msc.com,18:42,19:24,42,Participant
Benjamin Young,benjamin.young@msc.com,18:52,20:00,68,Participant
Amelia Hall,amelia.hall@msc.com,18:31,20:00,89,Participant
Samuel King,samuel.king@msc.com,18:24,19:50,86,Participant
Abigail Scott,abigail.scott@msc.com,18:52,19:22,30,Participant
Alexander Green,alexander.green@msc.com,18:25,20:00,95,Participant
Harper Adams,harper.adams@msc.com,18:16,18:30,14,Participant
Christopher Baker,christopher.baker@msc.com,18:23,20:00,97,Participant
Lily Gonzalez,lily.gonzalez@msc.com,18:27,19:28,61,Participant
Matthew Nelson,matthew.nelson@msc.com,18:58,20:00,62,Participant
Chloe Carter,chloe.carter@msc.com,18:57,20:00,63,Participant
Anthony Mitchell,anthony.mitchell@msc.com,18:03,19:48,105,Participant
Grace Perez,grace.perez@msc.com,18:19,18:37,18,Participant
Joshua Moore,joshua.moore@msc.com,18:33,19:57,84,Participant
Ella White,ella.white@msc.com,18:48,19:44,56,Participant
Andrew Ramirez,andrew.ramirez@msc.com,18:07,18:46,39,Participant
Zoe Walker,zoe.walker@msc.com,18:30,20:00,90,Participant
Nicholas Allen,nicholas.allen@msc.com,18:10,19:08,58,Participant
Layla Rivera,layla.rivera@msc.com,18:41,19:13,32,Participant
Ryan Hill,ryan.hill@msc.com,18:36,19:26,50,Participant
Hannah Wright,hannah.wright@msc.com,18:34,20:00,86,Participant
Justin Flores,justin.flores@msc.com,18:00,19:50,110,Participant
Natalie Collins,natalie.collins@msc.com,19:00,20:00,60,Participant
Ethan Edwards,ethan.edwards@msc.com,18:07,18:51,44,Participant
Aria Turner,aria.turner@msc.com,18:38,20:00,82,Participant
