Name,Email,Join Time,Leave Time,Duration,Role
James Williams,james.williams@msc.com,18:46,19:41,55,Participant
Sarah Johnson,sarah.johnson@msc.com,18:52,20:00,68,Participant
Michael Brown,michael.brown@msc.com,18:22,20:00,98,Participant
Emily Davis,emily.davis@msc.com,18:33,19:11,38,Participant
John Miller,john.miller@msc.com,18:15,19:49,94,Participant
Olivia Garcia,olivia.garcia@msc.com,18:25,19:42,77,Participant
David Martinez,david.martinez@msc.com,18:15,19:32,77,Participant
Emma Wilson,emma.wilson@msc.com,18:28,19:24,56,Participant
Daniel Anderson,daniel.anderson@msc.com,18:08,19:27,79,Participant
Sophia Thomas,sophia.thomas@msc.com,18:21,19:16,55,Participant
Robert Taylor,robert.taylor@msc.com,18:02,19:03,61,Participant
Mia Lee,mia.lee@msc.com,18:15,18:56,41,Participant
William Harris,william.harris@msc.com,18:05,19:04,59,Participant
Isabella Clark,isabella.clark@msc.com,18:56,19:28,32,Participant
Joseph Lewis,joseph.lewis@msc.com,18:04,18:55,51,Participant
Charlotte Robinson,charlotte.robinson@msc.com,18:19,19:22,63,Participant
Benjamin Young,benjamin.young@msc.com,18:36,19:16,40,Participant
Amelia Hall,amelia.hall@msc.com,18:52,19:38,46,Participant
Samuel King,samuel.king@msc.com,18:30,18:37,7,Participant
Abigail Scott,abigail.scott@msc.com,18:47,20:00,73,Participant
Alexander Green,alexander.green@msc.com,18:55,20:00,65,Participant
Harper Adams,harper.adams@msc.com,18:53,19:25,32,Participant
Christopher Baker,christopher.baker@msc.com,19:00,20:00,60,Participant
Lily Gonzalez,lily.gonzalez@msc.com,18:30,19:41,71,Participant
Matthew Nelson,matthew.nelson@msc.com,18:12,18:59,47,Participant
Chloe Carter,chloe.carter@msc.com,18:25,19:30,65,Participant
Anthony Mitchell,anthony.mitchell@msc.com,18:02,19:07,65,Participant
Grace Perez,grace.perez@msc.com,18:30,19:51,81,Participant
Joshua Moore,joshua.moore@msc.com,18:31,19:12,41,Participant
Ella White,ella.white@msc.com,18:25,20:00,95,Participant
Andrew Ramirez,andrew.ramirez@msc.com,18:29,19:33,64,Participant
Zoe Walker,zoe.walker@msc.com,18:35,18:44,9,Participant
Nicholas Allen,nicholas.allen@msc.com,18:23,19:39,76,Participant
Layla Rivera,layla.rivera@msc.com,18:07,19:07,60,Participant
Ryan Hill,ryan.hill@msc.com,18:04,18:12,8,Participant
Hannah Wright,hannah.wright@msc.com,18:09,19:15,66,Participant
Justin Flores,justin.flores@msc.com,18:03,18:49,46,Participant
Natalie Collins,natalie.collins@msc.com,18:55,20:00,65,Participant
Ethan Edwards,ethan.edwards@msc.com,18:22,19:54,92,Participant
Aria Turner,aria.turner@msc.com,18:14,19:43,89,Participant
