Name,Email,Join Time,Leave Time,Duration,Role
James Williams,james.williams@msc.com,18:27,19:29,62,Participant
Sarah Johnson,sarah.johnson@msc.com,18:26,18:41,15,Participant
Michael Brown,michael.brown@msc.com,18:00,19:46,106,Participant
Emily Davis,emily.davis@msc.com,18:04,19:56,112,Participant
John Miller,john.miller@msc.com,18:06,19:48,102,Participant
Olivia Garcia,olivia.garcia@msc.com,18:45,20:00,75,Participant
David Martinez,david.martinez@msc.com,18:16,18:37,21,Participant
Emma Wilson,emma.wilson@msc.com,18:57,19:27,30,Participant
Daniel Anderson,daniel.anderson@msc.com,18:08,20:00,112,Participant
Sophia Thomas,sophia.thomas@msc.com,18:57,19:15,18,Participant
Robert Taylor,robert.taylor@msc.com,18:47,18:53,6,Participant
Mia Lee,mia.lee@msc.com,18:49,19:19,30,Participant
William Harris,william.harris@msc.com,18:34,18:40,6,Participant
Isabella Clark,isabella.clark@msc.com,18:12,18:34,22,Participant
Joseph Lewis,joseph.lewis@msc.com,18:26,19:05,39,Participant
Charlotte Robinson,charlotte.robinson@msc.com,18:37,18:48,11,Participant
Benjamin Young,benjamin.young@msc.com,18:06,20:00,114,Participant
Amelia Hall,amelia.hall@msc.com,18:50,20:00,70,Participant
Samuel King,samuel.king@msc.com,18:49,19:06,17,Participant
Abigail Scott,abigail.scott@msc.com,18:44,20:00,76,Participant
Alexander Green,alexander.green@msc.com,18:23,20:00,97,Participant
Harper Adams,harper.adams@msc.com,18:58,19:11,13,Participant
Christopher Baker,christopher.baker@msc.com,19:00,19:49,49,Participant
Lily Gonzalez,lily.gonzalez@msc.com,18:38,18:57,19,Participant
Matthew Nelson,matthew.nelson@msc.com,18:43,19:32,49,Participant
Chloe Carter,chloe.carter@msc.com,18:25,18:32,7,Participant
Anthony Mitchell,anthony.mitchell@msc.com,18:49,19:02,13,Participant
Grace Perez,grace.perez@msc.com,18:33,19:22,49,Participant
Joshua Moore,joshua.moore@msc.com,18:59,20:00,61,Participant
Ella White,ella.white@msc.com,18:46,20:00,74,Participant
Andrew Ramirez,andrew.ramirez@msc.com,18:45,20:00,75,Participant
Zoe Walker,zoe.walker@msc.com,18:04,18:40,36,Participant
Nicholas Allen,nicholas.allen@msc.com,18:41,19:03,22,Participant
Layla Rivera,layla.rivera@msc.com,18:33,19:51,78,Participant
Ryan Hill,ryan.hill@msc.com,18:19,19:03,44,Participant
Hannah Wright,hannah.wright@msc.com,18:11,20:00,109,Participant
Justin Flores,justin.flores@msc.com,18:28,20:00,92,Participant
Natalie Collins,natalie.collins@msc.com,18:12,19:10,58,Participant
Ethan Edwards,ethan.edwards@msc.com,18:58,19:51,53,Participant
Aria Turner,aria.turner@msc.com,18:22,19:30,68,Participant
