Name,Email,Join Time,Leave Time,Duration,Role
James Williams,james.williams@msc.com,18:29,19:32,63,Participant
Sarah Johnson,sarah.johnson@msc.com,19:00,19:10,10,Participant
Michael Brown,michael.brown@msc.com,18:21,19:48,87,Participant
Emily Davis,emily.davis@msc.com,18:45,19:27,42,Participant
John Miller,john.miller@msc.com,18:42,18:56,14,Participant
Olivia Garcia,olivia.garcia@msc.com,18:45,19:21,36,Participant
David Martinez,david.martinez@msc.com,18:56,19:45,49,Participant
Emma Wilson,emma.wilson@msc.com,18:47,20:00,73,Participant
Daniel Anderson,daniel.anderson@msc.com,18:06,18:58,52,Participant
Sophia Thomas,sophia.thomas@msc.com,18:46,20:00,74,Participant
Robert Taylor,robert.taylor@msc.com,18:05,19:18,73,Participant
Mia Lee,mia.lee@msc.com,18:53,20:00,67,Participant
William Harris,william.harris@msc.com,18:43,19:25,42,Participant
Isabella Clark,isabella.clark@msc.com,18:46,19:02,16,Participant
Joseph Lewis,joseph.lewis@msc.com,18:05,19:03,58,Participant
Charlotte Robinson,charlotte.robinson@msc.com,18:42,20:00,78,Participant
Benjamin Young,benjamin.young@msc.com,18:28,19:07,39,Participant
Amelia Hall,amelia.hall@msc.com,18:00,19:44,104,Participant
Samuel King,samuel.king@msc.com,18:32,20:00,88,Participant
Abigail Scott,abigail.scott@msc.com,18:17,20:00,103,Participant
Alexander Green,alexander.green@msc.com,18:38,19:07,29,Participant
Harper Adams,harper.adams@msc.com,18:32,18:45,13,Participant
Christopher Baker,christopher.baker@msc.com,18:01,18:31,30,Participant
Lily Gonzalez,lily.gonzalez@msc.com,18:17,19:13,56,Participant
Matthew Nelson,matthew.nelson@msc.com,18:47,19:41,54,Participant
Chloe Carter,chloe.carter@msc.com,18:45,20:00,75,Participant
Anthony Mitchell,anthony.mitchell@msc.com,18:22,18:38,16,Participant
Grace Perez,grace.perez@msc.com,18:18,19:30,72,Participant
Joshua Moore,joshua.moore@msc.com,18:21,18:32,11,Participant
Ella White,ella.white@msc.com,19:00,20:00,60,Participant
Andrew Ramirez,andrew.ramirez@msc.com,18:11,18:39,28,Participant
Zoe Walker,zoe.walker@msc.com,18:27,19:24,57,Participant
Nicholas Allen,nicholas.allen@msc.com,18:39,19:24,45,Participant
Layla Rivera,layla.rivera@msc.com,18:56,20:00,64,Participant
Ryan Hill,ryan.hill@msc.com,18:40,19:46,66,Participant
Hannah Wright,hannah.wright@msc.com,18:08,18:37,29,Participant
Justin Flores,justin.flores@msc.com,18:41,19:32,51,Participant
Natalie Collins,natalie.collins@msc.com,18:29,20:00,91,Participant
Ethan Edwards,ethan.edwards@msc.com,18:01,19:45,104,Participant
Aria Turner,aria.turner@msc.com,18:21,19:07,46,Participant
