Name,Email,Join Time,Leave Time,Duration,Role
James Williams,james.williams@msc.com,18:44,19:23,39,Participant
Sarah Johnson,sarah.johnson@msc.com,18:07,18:27,20,Participant
Michael Brown,michael.brown@msc.com,18:18,18:31,13,Participant
Emily Davis,emily.davis@msc.com,18:45,19:38,53,Participant
John Miller,john.miller@msc.com,18:48,19:46,58,Participant
Olivia Garcia,olivia.garcia@msc.com,18:02,19:24,82,Participant
David Martinez,david.martinez@msc.com,18:54,20:00,66,Participant
Emma Wilson,emma.wilson@msc.com,18:08,18:56,48,Participant
Daniel Anderson,daniel.anderson@msc.com,18:56,20:00,64,Participant
Sophia Thomas,sophia.thomas@msc.com,18:26,18:41,15,Participant
Robert Taylor,robert.taylor@msc.com,18:52,19:07,15,Participant
Mia Lee,mia.lee@msc.com,18:22,19:44,82,Participant
William Harris,william.harris@msc.com,18:47,19:40,53,Participant
Isabella Clark,isabella.clark@msc.com,18:44,19:57,73,Participant
Joseph Lewis,joseph.lewis@msc.com,18:46,19:48,62,Participant
Charlotte Robinson,charlotte.robinson@msc.com,18:04,19:39,95,Participant
Benjamin Young,benjamin.young@msc.com,18:39,20:00,81,Participant
Amelia Hall,amelia.hall@msc.com,18:19,19:06,47,Participant
Samuel King,samuel.king@msc.com,18:10,18:48,38,Participant
Abigail Scott,abigail.scott@msc.com,18:34,18:44,10,Participant
Alexander Green,alexander.green@msc.com,18:04,19:52,108,Participant
Harper Adams,harper.adams@msc.com,18:04,18:38,34,Participant
Christopher Baker,christopher.baker@msc.com,18:01,18:11,10,Participant
Lily Gonzalez,lily.gonzalez@msc.com,18:46,19:11,25,Participant
Matthew Nelson,matthew.nelson@msc.com,18:16,19:44,88,Participant
Chloe Carter,chloe.carter@msc.com,18:13,19:34,81,Participant
Anthony Mitchell,anthony.mitchell@msc.com,18:16,20:00,104,Participant
Grace Perez,grace.perez@msc.com,18:30,18:38,8,Participant
Joshua Moore,joshua.moore@msc.com,18:57,19:59,62,Participant
Ella White,ella.white@msc.com,18:57,19:43,46,Participant
Andrew Ramirez,andrew.ramirez@msc.com,18:04,19:30,86,Participant
Zoe Walker,zoe.walker@msc.com,19:00,20:00,60,Participant
Nicholas Allen,nicholas.allen@msc.com,18:37,19:14,37,Participant
Layla Rivera,layla.rivera@msc.com,18:19,18:30,11,Participant
Ryan Hill,ryan.hill@msc.com,18:44,20:00,76,Participant
Hannah Wright,hannah.wright@msc.com,18:22,19:55,93,Participant
Justin Flores,justin.flores@msc.com,18:09,19:25,76,Participant
Natalie Collins,natalie.collins@msc.com,18:54,20:00,66,Participant
Ethan Edwards,ethan.edwards@msc.com,18:30,20:00,90,Participant
Aria Turner,aria.turner@msc.com,18:27,19:01,34,Participant
