Name,Email,Join Time,Leave Time,Duration,Role
James Williams,james.williams@msc.com,18:17,18:31,14,Participant
Sarah Johnson,sarah.johnson@msc.com,18:57,20:00,63,Participant
Michael Brown,michael.brown@msc.com,18:23,19:50,87,Participant
Emily Davis,emily.davis@msc.com,18:28,18:33,5,Participant
John Miller,john.miller@msc.com,18:26,20:00,94,Participant
Olivia Garcia,olivia.garcia@msc.com,18:52,20:00,68,Participant
David Martinez,david.martinez@msc.com,18:47,20:00,73,Participant
Emma Wilson,emma.wilson@msc.com,18:49,20:00,71,Participant
Daniel Anderson,daniel.anderson@msc.com,18:49,20:00,71,Participant
Sophia Thomas,sophia.thomas@msc.com,18:07,18:54,47,Participant
Robert Taylor,robert.taylor@msc.com,18:05,19:13,68,Participant
Mia Lee,mia.lee@msc.com,18:45,20:00,75,Participant
William Harris,william.harris@msc.com,18:35,19:07,32,Participant
Isabella Clark,isabella.clark@msc.com,18:57,20:00,63,Participant
Joseph Lewis,joseph.lewis@msc.com,18:13,18:56,43,Participant
Charlotte Robinson,charlotte.robinson@msc.com,18:44,19:34,50,Participant
Benjamin Young,benjamin.young@msc.com,18:30,20:00,90,Participant
Amelia Hall,amelia.hall@msc.com,18:07,18:15,8,Participant
Samuel King,samuel.king@msc.com,18:39,18:52,13,Participant
Abigail Scott,abigail.scott@msc.com,18:14,19:49,95,Participant
Alexander Green,alexander.green@msc.com,18:11,19:46,95,Participant
Harper Adams,harper.adams@msc.com,18:47,19:44,57,Participant
Christopher Baker,christopher.baker@msc.com,18:50,20:00,70,Participant
Lily Gonzalez,lily.gonzalez@msc.com,18:13,19:22,69,Participant
Matthew Nelson,matthew.nelson@msc.com,18:54,19:22,28,Participant
Chloe Carter,chloe.carter@msc.com,18:18,20:00,102,Participant
Anthony Mitchell,anthony.mitchell@msc.com,18:32,18:59,27,Participant
Grace Perez,grace.perez@msc.com,18:02,18:36,34,Participant
Joshua Moore,joshua.moore@msc.com,18:53,19:38,45,Participant
Ella White,ella.white@msc.com,18:03,19:47,104,Participant
Andrew Ramirez,andrew.ramirez@msc.com,18:10,18:52,42,Participant
Zoe Walker,zoe.walker@msc.com,18:59,19:38,39,Participant
Nicholas Allen,nicholas.allen@msc.com,18:03,18:17,14,Participant
Layla Rivera,layla.rivera@msc.com,18:40,20:00,80,Participant
Ryan Hill,ryan.hill@msc.com,18:46,19:13,27,Participant
Hannah Wright,hannah.wright@msc.com,18:33,19:09,36,Participant
Justin Flores,justin.flores@msc.com,18:19,18:28,9,Participant
Natalie Collins,natalie.collins@msc.com,18:33,19:12,39,Participant
Ethan Edwards,ethan.edwards@msc.com,18:50,20:00,70,Participant
Aria Turner,aria.turner@msc.com,18:55,19:41,46,Participant
