Name,Email,Join Time,Leave Time,Duration,Role
James Williams,james.williams@msc.com,18:03,19:06,63,Participant
Sarah Johnson,sarah.johnson@msc.com,18:32,19:05,33,Participant
Michael Brown,michael.brown@msc.com,18:37,19:31,54,Participant
Emily Davis,emily.davis@msc.com,18:22,19:43,81,Participant
John Miller,john.miller@msc.com,18:00,19:57,117,Participant
Olivia Garcia,olivia.garcia@msc.com,18:20,19:17,57,Participant
David Martinez,david.martinez@msc.com,18:33,20:00,87,Participant
Emma Wilson,emma.wilson@msc.com,18:41,20:00,79,Participant
Daniel Anderson,daniel.anderson@msc.com,18:53,20:00,67,Participant
Sophia Thomas,sophia.thomas@msc.com,18:56,20:00,64,Participant
Robert Taylor,robert.taylor@msc.com,18:08,19:37,89,Participant
Mia Lee,mia.lee@msc.com,18:51,20:00,69,Participant
William Harris,william.harris@msc.com,18:05,20:00,115,Participant
Isabella Clark,isabella.clark@msc.com,18:08,18:26,18,Participant
Joseph Lewis,joseph.lewis@msc.com,18:16,19:38,82,Participant
Charlotte Robinson,charlotte.robinson@msc.com,18:15,19:49,94,Participant
Benjamin Young,benjamin.young@msc.com,18:47,20:00,73,Participant
Amelia Hall,amelia.hall@msc.com,18:51,20:00,69,Participant
Samuel King,samuel.king@msc.com,18:10,19:19,69,Participant
Abigail Scott,abigail.scott@msc.com,18:25,19:30,65,Participant
Alexander Green,alexander.green@msc.com,18:27,19:54,87,Participant
Harper Adams,harper.adams@msc.com,18:57,19:14,17,Participant
Christopher Baker,christopher.baker@msc.com,18:52,19:42,50,Participant
Lily Gonzalez,lily.gonzalez@msc.com,18:52,18:58,6,Participant
Matthew Nelson,matthew.nelson@msc.com,18:17,18:28,11,Participant
Chloe Carter,chloe.carter@msc.com,18:12,19:45,93,Participant
Anthony Mitchell,anthony.mitchell@msc.com,18:52,18:58,6,Participant
Grace Perez,grace.perez@msc.com,18:06,19:56,110,Participant
Joshua Moore,joshua.moore@msc.com,18:19,19:25,66,Participant
Ella White,ella.white@msc.com,18:58,20:00,62,Participant
Andrew Ramirez,andrew.ramirez@msc.com,18:53,20:00,67,Participant
Zoe Walker,zoe.walker@msc.com,18:07,19:10,63,Participant
Nicholas Allen,nicholas.allen@msc.com,18:23,19:27,64,Participant
Layla Rivera,layla.rivera@msc.com,18:37,20:00,83,Participant
Ryan Hill,ryan.hill@msc.com,18:55,20:00,65,Participant
Hannah Wright,hannah.wright@msc.com,18:43,20:00,77,Participant
Justin Flores,justin.flores@msc.com,18:39,19:51,72,Participant
Natalie Collins,natalie.collins@msc.com,18:06,19:40,94,Participant
Ethan Edwards,ethan.edwards@msc.com,18:55,19:34,39,Participant
Aria Turner,aria.turner@msc.com,18:48,19:40,52,Participant
