Name,Email,Join Time,Leave Time,Duration,Role
James Williams,james.williams@msc.com,18:16,19:10,54,Participant
Sarah Johnson,sarah.johnson@msc.com,18:08,19:50,102,Participant
Michael Brown,michael.brown@msc.com,18:17,19:44,87,Participant
Emily Davis,emily.davis@msc.com,18:36,20:00,84,Participant
John Miller,john.miller@msc.com,18:34,20:00,86,Participant
Olivia Garcia,olivia.garcia@msc.com,18:10,19:55,105,Participant
David Martinez,david.martinez@msc.com,18:33,19:42,69,Participant
Emma Wilson,emma.wilson@msc.com,18:17,19:22,65,Participant
Daniel Anderson,daniel.anderson@msc.com,18:39,19:40,61,Participant
Sophia Thomas,sophia.thomas@msc.com,18:32,19:20,48,Participant
Robert Taylor,robert.taylor@msc.com,18:29,20:00,91,Participant
Mia Lee,mia.lee@msc.com,18:49,19:15,26,Participant
William Harris,william.harris@msc.com,18:41,19:56,75,Participant
Isabella Clark,isabella.clark@msc.com,18:22,19:58,96,Participant
Joseph Lewis,joseph.lewis@msc.com,18:11,20:00,109,Participant
Charlotte Robinson,charlotte.robinson@msc.com,18:42,19:21,39,Participant
Benjamin Young,benjamin.young@msc.com,18:30,19:26,56,Participant
Amelia Hall,amelia.hall@msc.com,18:05,18:57,52,Participant
Samuel King,samuel.king@msc.com,18:37,19:39,62,Participant
Abigail Scott,abigail.scott@msc.com,18:46,20:00,74,Participant
Alexander Green,alexander.green@msc.com,18:06,19:09,63,Participant
Harper Adams,harper.adams@msc.com,18:29,20:00,91,Participant
Christopher Baker,christopher.baker@msc.com,18:56,19:50,54,Participant
Lily Gonzalez,lily.gonzalez@msc.com,18:19,19:23,64,Participant
Matthew Nelson,matthew.nelson@msc.com,18:24,19:52,88,Participant
Chloe Carter,chloe.carter@msc.com,18:38,19:21,43,Participant
Anthony Mitchell,anthony.mitchell@msc.com,18:41,20:00,79,Participant
Grace Perez,grace.perez@msc.com,18:39,19:01,22,Participant
Joshua Moore,joshua.moore@msc.com,18:45,20:00,75,Participant
Ella White,ella.white@msc.com,18:31,20:00,89,Participant
Andrew Ramirez,andrew.ramirez@msc.com,18:48,20:00,72,Participant
Zoe Walker,zoe.walker@msc.com,18:34,18:59,25,Participant
Nicholas Allen,nicholas.allen@msc.com,18:42,18:54,12,Participant
Layla Rivera,layla.rivera@msc.com,18:20,20:00,100,Participant
Ryan Hill,ryan.hill@msc.com,18:11,18:17,6,Participant
Hannah Wright,hannah.wright@msc.com,18:39,20:00,81,Participant
Justin Flores,justin.flores@msc.com,18:08,18:23,15,Participant
Natalie Collins,natalie.collins@msc.com,18:13,19:10,57,Participant
Ethan Edwards,ethan.edwards@msc.com,18:54,19:40,46,Participant
Aria Turner,aria.turner@msc.com,18:41,19:44,63,Participant
