Name,Email,Join Time,Leave Time,Duration,Role
James Williams,james.williams@msc.com,18:07,19:50,103,Participant
Sarah Johnson,sarah.johnson@msc.com,18:40,19:38,58,Participant
Michael Brown,michael.brown@msc.com,18:13,18:20,7,Participant
Emily Davis,emily.davis@msc.com,18:00,18:26,26,Participant
John Miller,john.miller@msc.com,18:22,19:39,77,Participant
Olivia Garcia,olivia.garcia@msc.com,18:49,20:00,71,Participant
David Martinez,david.martinez@msc.com,18:43,20:00,77,Participant
Emma Wilson,emma.wilson@msc.com,18:13,18:44,31,Participant
Daniel Anderson,daniel.anderson@msc.com,18:11,19:47,96,Participant
Sophia Thomas,sophia.thomas@msc.com,18:11,20:00,109,Participant
Robert Taylor,robert.taylor@msc.com,18:17,18:48,31,Participant
Mia Lee,mia.lee@msc.com,18:51,19:26,35,Participant
William Harris,william.harris@msc.com,18:45,19:12,27,Participant
Isabella Clark,isabella.clark@msc.com,18:14,19:22,68,Participant
Joseph Lewis,joseph.lewis@msc.com,18:51,19:01,10,Participant
Charlotte Robinson,charlotte.robinson@msc.com,18:02,19:16,74,Participant
Benjamin Young,benjamin.young@msc.com,18:04,18:40,36,Participant
Amelia Hall,amelia.hall@msc.com,18:42,19:22,40,Participant
Samuel King,samuel.king@msc.com,18:40,19:45,65,Participant
Abigail Scott,abigail.scott@msc.com,18:56,19:58,62,Participant
Alexander Green,alexander.green@msc.com,18:27,19:57,90,Participant
Harper Adams,harper.adams@msc.com,18:12,19:19,67,Participant
Christopher Baker,christopher.baker@msc.com,18:02,18:28,26,Participant
Lily Gonzalez,lily.gonzalez@msc.com,18:46,19:42,56,Participant
Matthew Nelson,matthew.nelson@msc.com,18:16,18:56,40,Participant
Chloe Carter,chloe.carter@msc.com,18:00,18:59,59,Participant
Anthony Mitchell,anthony.mitchell@msc.com,18:49,19:33,44,Participant
Grace Perez,grace.perez@msc.com,18:00,19:20,80,Participant
Joshua Moore,joshua.moore@msc.com,18:08,18:43,35,Participant
Ella White,ella.white@msc.com,18:19,18:24,5,Participant
Andrew Ramirez,andrew.ramirez@msc.com,18:10,19:38,88,Participant
Zoe Walker,zoe.walker@msc.com,18:43,19:10,27,Participant
Nicholas Allen,nicholas.allen@msc.com,18:13,18:36,23,Participant
Layla Rivera,layla.rivera@msc.com,18:06,18:17,11,Participant
Ryan Hill,ryan.hill@msc.com,18:48,20:00,72,Participant
Hannah Wright,hannah.wright@msc.com,18:27,18:34,7,Participant
Justin Flores,justin.flores@msc.com,18:29,20:00,91,Participant
Natalie Collins,natalie.collins@msc.com,18:02,19:28,86,Participant
Ethan Edwards,ethan.edwards@msc.com,18:54,19:44,50,Participant
Aria Turner,aria.turner@msc.com,18:49,19:11,22,Participant
