Name,Email,Join Time,Leave Time,Duration,Role
James Williams,james.williams@msc.com,18:21,19:03,42,Participant
Sarah Johnson,sarah.johnson@msc.com,18:19,19:02,43,Participant
Michael Brown,michael.brown@msc.com,18:49,18:55,6,Participant
Emily Davis,emily.davis@msc.com,18:57,19:14,17,Participant
John Miller,john.miller@msc.com,18:27,19:04,37,Participant
Olivia Garcia,olivia.garcia@msc.com,18:42,19:04,22,Participant
David Martinez,david.martinez@msc.com,18:26,20:00,94,Participant
Emma Wilson,emma.wilson@msc.com,18:44,19:28,44,Participant
Daniel Anderson,daniel.anderson@msc.com,18:39,18:52,13,Participant
Sophia Thomas,sophia.thomas@msc.com,18:32,20:00,88,Participant
Robert Taylor,robert.taylor@msc.com,18:14,18:50,36,Participant
Mia Lee,mia.lee@msc.com,18:23,18:41,18,Participant
William Harris,william.harris@msc.com,18:39,18:44,5,Participant
Isabella Clark,isabella.clark@msc.com,18:10,18:27,17,Participant
Joseph Lewis,joseph.lewis@msc.com,18:13,20:00,107,Participant
Charlotte Robinson,charlotte.robinson@msc.com,18:23,19:12,49,Participant
Benjamin Young,benjamin.young@msc.com,18:45,19:45,60,Participant
Amelia Hall,amelia.hall@msc.com,18:43,20:00,77,Participant
Samuel King,samuel.king@msc.com,18:04,18:23,19,Participant
Abigail Scott,abigail.scott@msc.com,18:34,20:00,86,Participant
Alexander Green,alexander.green@msc.com,18:36,20:00,84,Participant
Harper Adams,harper.adams@msc.com,18:02,19:00,58,Participant
Christopher Baker,christopher.baker@msc.com,18:52,20:00,68,Participant
Lily Gonzalez,lily.gonzalez@msc.com,18:15,18:23,8,Participant
Matthew Nelson,matthew.nelson@msc.com,18:20,19:15,55,Participant
Chloe Carter,chloe.carter@msc.com,18:13,18:45,32,Participant
Anthony Mitchell,anthony.mitchell@msc.com,18:00,19:47,107,Participant
Grace Perez,grace.perez@msc.com,18:08,19:37,89,Participant
Joshua Moore,joshua.moore@msc.com,18:46,20:00,74,Participant
Ella White,ella.white@msc.com,18:57,19:46,49,Participant
Andrew Ramirez,andrew.ramirez@msc.com,18:24,19:30,66,Participant
Zoe Walker,zoe.walker@msc.com,18:52,19:13,21,Participant
Nicholas Allen,nicholas.allen@msc.com,18:25,19:15,50,Participant
Layla Rivera,layla.rivera@msc.com,18:21,19:19,58,Participant
Ryan Hill,ryan.hill@msc.com,18:12,18:47,35,Participant
Hannah Wright,hannah.wright@msc.com,18:15,19:45,90,Participant
Justin Flores,justin.flores@msc.com,18:52,20:00,68,Participant
Natalie Collins,natalie.collins@msc.com,18:59,20:00,61,Participant
Ethan Edwards,ethan.edwards@msc.com,18:29,20:00,91,Participant
Aria Turner,aria.turner@msc.com,18:04,19:13,69,Participant
