Name,Email,Join Time,Leave Time,Duration,Role
James Williams,james.williams@msc.com,18:24,19:38,74,Participant
Sarah Johnson,sarah.johnson@msc.com,18:05,19:17,72,Participant
Michael Brown,michael.brown@msc.com,18:26,18:47,21,Participant
Emily Davis,emily.davis@msc.com,18:06,19:13,67,Participant
John Miller,john.miller@msc.com,18:52,19:22,30,Participant
Olivia Garcia,olivia.garcia@msc.com,18:01,18:36,35,Participant
David Martinez,david.martinez@msc.com,18:40,19:37,57,Participant
Emma Wilson,emma.wilson@msc.com,18:08,19:47,99,Participant
Daniel Anderson,daniel.anderson@msc.com,18:47,19:06,19,Participant
Sophia Thomas,sophia.thomas@msc.com,18:34,19:35,61,Participant
Robert Taylor,robert.taylor@msc.com,18:13,18:22,9,Participant
Mia Lee,mia.lee@msc.com,18:47,20:00,73,Participant
William Harris,william.harris@msc.com,18:42,18:56,14,Participant
Isabella Clark,isabella.clark@msc.com,18:05,18:11,6,Participant
Joseph Lewis,joseph.lewis@msc.com,18:11,19:33,82,Participant
Charlotte Robinson,charlotte.robinson@msc.com,18:50,19:07,17,Participant
Benjamin Young,benjamin.young@msc.com,18:58,19:09,11,Participant
Amelia Hall,amelia.hall@msc.com,18:32,19:35,63,Participant
Samuel King,samuel.king@msc.com,18:13,19:44,91,Participant
Abigail Scott,abigail.scott@msc.com,18:08,19:54,106,Participant
Alexander Green,alexander.green@msc.com,18:08,18:32,24,Participant
Harper Adams,harper.adams@msc.com,18:07,18:12,5,Participant
Christopher Baker,christopher.baker@msc.com,18:26,19:55,89,Participant
Lily Gonzalez,lily.gonzalez@msc.com,18:52,19:50,58,Participant
Matthew Nelson,matthew.nelson@msc.com,18:20,19:48,88,Participant
Chloe Carter,chloe.carter@msc.com,18:32,20:00,88,Participant
Anthony Mitchell,anthony.mitchell@msc.com,18:39,19:17,38,Participant
Grace Perez,grace.perez@msc.com,18:29,19:32,63,Participant
Joshua Moore,joshua.moore@msc.com,18:38,19:31,53,Participant
Ella White,ella.white@msc.com,18:04,18:50,46,Participant
Andrew Ramirez,andrew.ramirez@msc.com,18:53,20:00,67,Participant
Zoe Walker,zoe.walker@msc.com,18:41,19:18,37,Participant
Nicholas Allen,nicholas.allen@msc.com,18:41,19:07,26,Participant
Layla Rivera,layla.rivera@msc.com,18:51,20:00,69,Participant
Ryan Hill,ryan.hill@msc.com,18:45,19:23,38,Participant
Hannah Wright,hannah.wright@msc.com,18:54,19:58,64,Participant
Justin Flores,justin.flores@msc.com,18:01,19:34,93,Participant
Natalie Collins,natalie.collins@msc.com,18:07,19:45,98,Participant
Ethan Edwards,ethan.edwards@msc.com,18:32,20:00,88,Participant
Aria Turner,aria.turner@msc.com,18:54,20:00,66,Participant
