Name,Email,Join Time,Leave Time,Duration,Role
James Williams,james.williams@msc.com,18:27,20:00,93,Participant
Sarah Johnson,sarah.johnson@msc.com,18:40,19:30,50,Participant
Michael Brown,michael.brown@msc.com,18:33,19:24,51,Participant
Emily Davis,emily.davis@msc.com,18:26,19:39,73,Participant
John Miller,john.miller@msc.com,18:59,20:00,61,Participant
Olivia Garcia,olivia.garcia@msc.com,19:00,20:00,60,Participant
David Martinez,david.martinez@msc.com,18:36,20:00,84,Participant
Emma Wilson,emma.wilson@msc.com,18:59,20:00,61,Participant
Daniel Anderson,daniel.anderson@msc.com,18:48,20:00,72,Participant
Sophia Thomas,sophia.thomas@msc.com,18:41,19:18,37,Participant
Robert Taylor,robert.taylor@msc.com,18:59,20:00,61,Participant
Mia Lee,mia.lee@msc.com,18:54,20:00,66,Participant
William Harris,william.harris@msc.com,18:20,18:26,6,Participant
Isabella Clark,isabella.clark@msc.com,18:09,19:08,59,Participant
Joseph Lewis,joseph.lewis@msc.com,18:55,20:00,65,Participant
Charlotte Robinson,charlotte.robinson@msc.com,18:21,19:27,66,Participant
Benjamin Young,benjamin.young@msc.com,18:54,20:00,66,Participant
Amelia Hall,amelia.hall@msc.com,18:21,19:05,44,Participant
Samuel King,samuel.king@msc.com,18:24,20:00,96,Participant
Abigail Scott,abigail.scott@msc.com,18:05,19:52,107,Participant
Alexander Green,alexander.green@msc.com,18:10,19:29,79,Participant
Harper Adams,harper.adams@msc.com,18:22,19:16,54,Participant
Christopher Baker,christopher.baker@msc.com,18:16,19:37,81,Participant
Lily Gonzalez,lily.gonzalez@msc.com,18:39,19:17,38,Participant
Matthew Nelson,matthew.nelson@msc.com,18:32,19:41,69,Participant
Chloe Carter,chloe.carter@msc.com,18:48,18:56,8,Participant
Anthony Mitchell,anthony.mitchell@msc.com,18:01,19:48,107,Participant
Grace Perez,grace.perez@msc.com,18:18,19:03,45,Participant
Joshua Moore,joshua.moore@msc.com,18:37,20:00,83,Participant
Ella White,ella.white@msc.com,18:57,19:38,41,Participant
Andrew Ramirez,andrew.ramirez@msc.com,18:36,19:58,82,Participant
Zoe Walker,zoe.walker@msc.com,18:44,19:38,54,Participant
Nicholas Allen,nicholas.allen@msc.com,18:01,19:33,92,Participant
Layla Rivera,layla.rivera@msc.com,18:55,19:39,44,Participant
Ryan Hill,ryan.hill@msc.com,18:49,19:44,55,Participant
Hannah Wright,hannah.wright@msc.com,18:49,20:00,71,Participant
Justin Flores,justin.flores@msc.com,18:44,19:43,59,Participant
Natalie Collins,natalie.collins@msc.com,18:08,19:25,77,Participant
Ethan Edwards,ethan.edwards@msc.com,18:10,20:00,110,Participant
Aria Turner,aria.turner@msc.com,18:53,20:00,67,Participant
