Name,Email,Join Time,Leave Time,Duration,Role
James Williams,james.williams@msc.com,18:10,18:24,14,Participant
Sarah Johnson,sarah.johnson@msc.com,18:20,19:56,96,Participant
Michael Brown,michael.brown@msc.com,18:21,19:09,48,Participant
Emily Davis,emily.davis@msc.com,18:44,19:40,56,Participant
John Miller,john.miller@msc.com,18:57,19:09,12,Participant
Olivia Garcia,olivia.garcia@msc.com,18:35,19:05,30,Participant
David Martinez,david.martinez@msc.com,18:25,19:29,64,Participant
Emma Wilson,emma.wilson@msc.com,18:31,18:40,9,Participant
Daniel Anderson,daniel.anderson@msc.com,18:35,20:00,85,Participant
Sophia Thomas,sophia.thomas@msc.com,18:39,19:09,30,Participant
Robert Taylor,robert.taylor@msc.com,18:44,20:00,76,Participant
Mia Lee,mia.lee@msc.com,18:51,19:56,65,Participant
William Harris,william.harris@msc.com,18:40,19:33,53,Participant
Isabella Clark,isabella.clark@msc.com,18:27,19:52,85,Participant
Joseph Lewis,joseph.lewis@msc.com,18:34,18:53,19,Participant
Charlotte Robinson,charlotte.robinson@msc.com,18:40,19:15,35,Participant
Benjamin Young,benjamin.young@msc.com,18:19,19:04,45,Participant
Amelia Hall,amelia.hall@msc.com,18:04,18:33,29,Participant
Samuel King,samuel.king@msc.com,18:06,19:52,106,Participant
Abigail Scott,abigail.scott@msc.com,18:17,18:34,17,Participant
Alexander Green,alexander.green@msc.com,18:06,20:00,114,Participant
Harper Adams,harper.adams@msc.com,18:16,19:28,72,Participant
Christopher Baker,christopher.baker@msc.com,18:05,19:46,101,Participant
Lily Gonzalez,lily.gonzalez@msc.com,18:12,20:00,108,Participant
Matthew Nelson,matthew.nelson@msc.com,18:13,19:01,48,Participant
Chloe Carter,chloe.carter@msc.com,18:42,20:00,78,Participant
Anthony Mitchell,anthony.mitchell@msc.com,18:43,20:00,77,Participant
Grace Perez,grace.perez@msc.com,18:39,19:55,76,Participant
Joshua Moore,joshua.moore@msc.com,18:41,20:00,79,Participant
Ella White,ella.white@msc.com,18:59,19:34,35,Participant
Andrew Ramirez,andrew.ramirez@msc.com,18:52,19:34,42,Participant
Zoe Walker,zoe.walker@msc.com,18:31,18:43,12,Participant
Nicholas Allen,nicholas.allen@msc.com,18:14,19:11,57,Participant
Layla Rivera,layla.rivera@msc.com,18:27,19:26,59,Participant
Ryan Hill,ryan.hill@msc.com,18:29,20:00,91,Participant
Hannah Wright,hannah.wright@msc.com,18:14,19:53,99,Participant
Justin Flores,justin.flores@msc.com,18:08,18:43,35,Participant
Natalie Collins,natalie.collins@msc.com,18:06,18:45,39,Participant
Ethan Edwards,ethan.edwards@msc.com,18:34,18:56,22,Participant
Aria Turner,aria.turner@msc.com,18:27,19:17,50,Participant
