Name,Email,Join Time,Leave Time,Duration,Role
James Williams,james.williams@msc.com,18:37,20:00,83,Participant
Sarah Johnson,sarah.johnson@msc.com,18:13,19:14,61,Participant
Michael Brown,michael.brown@msc.com,18:09,19:20,71,Participant
Emily Davis,emily.davis@msc.com,18:55,20:00,65,Participant
John Miller,john.miller@msc.com,18:47,20:00,73,Participant
Olivia Garcia,olivia.garcia@msc.com,18:33,19:44,71,Participant
David Martinez,david.martinez@msc.com,18:58,20:00,62,Participant
Emma Wilson,emma.wilson@msc.com,18:57,19:53,56,Participant
Daniel Anderson,daniel.anderson@msc.com,18:38,19:59,81,Participant
Sophia Thomas,sophia.thomas@msc.com,19:00,20:00,60,Participant
Robert Taylor,robert.taylor@msc.com,18:17,19:39,82,Participant
Mia Lee,mia.lee@msc.com,18:43,19:44,61,Participant
William Harris,william.harris@msc.com,18:53,20:00,67,Participant
Isabella Clark,isabella.clark@msc.com,18:18,18:24,6,Participant
Joseph Lewis,joseph.lewis@msc.com,18:08,18:50,42,Participant
Charlotte Robinson,charlotte.robinson@msc.com,18:25,18:50,25,Participant
Benjamin Young,benjamin.young@msc.com,18:25,19:10,45,Participant
Amelia Hall,amelia.hall@msc.com,18:04,18:57,53,Participant
Samuel King,samuel.king@msc.com,18:55,19:47,52,Participant
Abigail Scott,abigail.scott@msc.com,18:15,19:22,67,Participant
Alexander Green,alexander.green@msc.com,18:38,20:00,82,Participant
Harper Adams,harper.adams@msc.com,18:35,19:39,64,Participant
Christopher Baker,christopher.baker@msc.com,18:13,19:58,105,Participant
Lily Gonzalez,lily.gonzalez@msc.com,18:25,20:00,95,Participant
Matthew Nelson,matthew.nelson@msc.com,18:33,19:42,69,Participant
Chloe Carter,chloe.carter@msc.com,19:00,19:12,12,Participant
Anthony Mitchell,anthony.mitchell@msc.com,18:24,19:44,80,Participant
Grace Perez,grace.perez@msc.com,18:41,19:45,64,Participant
Joshua Moore,joshua.moore@msc.com,18:27,20:00,93,Participant
Ella White,ella.white@msc.com,18:32,18:49,17,Participant
Andrew Ramirez,andrew.ramirez@msc.com,18:56,19:16,20,Participant
Zoe Walker,zoe.walker@msc.com,18:50,20:00,70,Participant
Nicholas Allen,nicholas.allen@msc.com,18:35,20:00,85,Participant
Layla Rivera,layla.rivera@msc.com,18:27,18:59,32,Participant
Ryan Hill,ryan.hill@msc.com,18:31,19:08,37,Participant
Hannah Wright,hannah.wright@msc.com,18:11,19:58,107,Participant
Justin Flores,justin.flores@msc.com,18:07,19:30,83,Participant
Natalie Collins,natalie.collins@msc.com,18:54,20:00,66,Participant
Ethan Edwards,ethan.edwards@msc.com,18:20,19:48,88,Participant
Aria Turner,aria.turner@msc.com,18:36,20:00,84,Participant
